profile_id,first_name,last_name,gender,ethnicity,name_ID,tokens,agentic_count,communal_count,certainty_count,tentative_count
778,Ahmet,Akay,male,turkish,38,300,4,11,9,8
930,Ahmet,Akay,male,turkish,38,591,5,10,8,3
1416,Angelika,Kohl,female,german,19,252,2,8,8,6
1485,Angelika,Kohl,female,german,19,323,8,11,9,5
1665,Angelika,Kohl,female,german,19,441,12,11,11,10
1737,Angelika,Kohl,female,german,19,281,8,13,9,5
176,Angelika,Kohl,female,german,19,389,3,16,11,9
1871,Angelika,Kohl,female,german,19,385,4,13,7,5
1885,Angelika,Kohl,female,german,19,451,12,21,14,7
201,Angelika,Kohl,female,german,19,404,9,19,11,8
2100,Angelika,Kohl,female,german,19,364,6,11,10,8
2147,Angelika,Kohl,female,german,19,395,9,17,13,5
2168,Angelika,Kohl,female,german,19,345,6,13,14,9
2173,Angelika,Kohl,female,german,19,325,6,6,6,3
221,Angelika,Kohl,female,german,19,349,9,9,7,7
2566,Angelika,Kohl,female,german,19,377,6,6,16,5
2589,Angelika,Kohl,female,german,19,391,5,19,12,4
2660,Angelika,Kohl,female,german,19,358,8,20,10,7
2793,Angelika,Kohl,female,german,19,318,6,12,13,7
2795,Angelika,Kohl,female,german,19,420,8,20,9,5
2860,Angelika,Kohl,female,german,19,290,3,18,7,9
2927,Angelika,Kohl,female,german,19,438,9,15,13,6
307,Angelika,Kohl,female,german,19,396,16,10,14,5
3131,Angelika,Kohl,female,german,19,442,3,12,7,5
377,Angelika,Kohl,female,german,19,404,12,8,10,5
465,Angelika,Kohl,female,german,19,362,5,17,10,13
528,Angelika,Kohl,female,german,19,438,10,15,9,7
571,Angelika,Kohl,female,german,19,402,8,7,7,4
6,Angelika,Kohl,female,german,19,256,7,7,11,6
762,Angelika,Kohl,female,german,19,322,3,14,16,6
778,Angelika,Kohl,female,german,19,335,6,15,10,6
930,Angelika,Kohl,female,german,19,471,5,13,8,7
1416,Britta,Kern,female,german,7,324,4,11,8,8
1485,Britta,Kern,female,german,7,306,7,10,10,7
1665,Britta,Kern,female,german,7,472,8,13,10,0
1737,Britta,Kern,female,german,7,310,6,13,7,6
176,Britta,Kern,female,german,7,381,3,13,9,5
1871,Britta,Kern,female,german,7,370,4,18,17,5
1885,Britta,Kern,female,german,7,390,7,11,12,10
201,Britta,Kern,female,german,7,297,2,10,9,4
2100,Britta,Kern,female,german,7,392,8,11,12,11
2147,Britta,Kern,female,german,7,374,9,16,18,6
2168,Britta,Kern,female,german,7,274,4,11,7,5
2173,Britta,Kern,female,german,7,348,6,10,9,4
221,Britta,Kern,female,german,7,303,9,3,12,5
2566,Britta,Kern,female,german,7,391,4,11,8,5
2589,Britta,Kern,female,german,7,336,3,12,13,5
2660,Britta,Kern,female,german,7,360,3,27,7,4
2793,Britta,Kern,female,german,7,348,4,5,3,3
2795,Britta,Kern,female,german,7,341,6,14,11,3
2860,Britta,Kern,female,german,7,413,3,23,9,8
2927,Britta,Kern,female,german,7,405,7,13,12,11
307,Britta,Kern,female,german,7,349,12,5,7,5
3131,Britta,Kern,female,german,7,399,5,15,6,3
377,Britta,Kern,female,german,7,473,7,13,6,8
465,Britta,Kern,female,german,7,373,6,9,8,12
528,Britta,Kern,female,german,7,489,14,9,9,5
571,Britta,Kern,female,german,7,462,5,9,10,4
6,Britta,Kern,female,german,7,373,9,12,12,12
762,Britta,Kern,female,german,7,358,4,12,13,10
778,Britta,Kern,female,german,7,312,7,14,15,5
930,Britta,Kern,female,german,7,491,7,12,10,4
1416,Cansu,Turan,female,turkish,25,324,5,9,7,6
1485,Cansu,Turan,female,turkish,25,372,11,8,8,3
1665,Cansu,Turan,female,turkish,25,542,14,16,11,3
1737,Cansu,Turan,female,turkish,25,282,8,4,6,5
176,Cansu,Turan,female,turkish,25,479,5,14,17,11
1871,Cansu,Turan,female,turkish,25,320,7,16,5,3
1885,Cansu,Turan,female,turkish,25,440,16,20,15,9
201,Cansu,Turan,female,turkish,25,408,8,15,14,8
2100,Cansu,Turan,female,turkish,25,362,7,13,13,6
2147,Cansu,Turan,female,turkish,25,370,7,14,10,5
2168,Cansu,Turan,female,turkish,25,401,6,14,10,6
2173,Cansu,Turan,female,turkish,25,378,7,8,10,5
221,Cansu,Turan,female,turkish,25,406,10,7,8,7
2566,Cansu,Turan,female,turkish,25,263,1,8,8,3
2589,Cansu,Turan,female,turkish,25,333,3,13,10,10
2660,Cansu,Turan,female,turkish,25,369,4,29,10,5
2793,Cansu,Turan,female,turkish,25,368,7,11,9,8
2795,Cansu,Turan,female,turkish,25,401,11,18,12,5
2860,Cansu,Turan,female,turkish,25,401,3,28,7,9
2927,Cansu,Turan,female,turkish,25,420,10,16,13,6
307,Cansu,Turan,female,turkish,25,387,13,6,13,6
3131,Cansu,Turan,female,turkish,25,294,4,10,6,2
377,Cansu,Turan,female,turkish,25,403,8,8,6,5
465,Cansu,Turan,female,turkish,25,390,2,8,8,8
528,Cansu,Turan,female,turkish,25,559,8,16,16,10
571,Cansu,Turan,female,turkish,25,349,7,10,10,2
6,Cansu,Turan,female,turkish,25,275,5,12,9,8
762,Cansu,Turan,female,turkish,25,399,7,16,19,10
778,Cansu,Turan,female,turkish,25,319,5,9,6,8
930,Cansu,Turan,female,turkish,25,433,7,4,6,2
1416,Carina,Lindner,female,german,5,350,6,12,12,8
1485,Carina,Lindner,female,german,5,363,10,11,12,7
1665,Carina,Lindner,female,german,5,470,9,9,9,5
1737,Carina,Lindner,female,german,5,342,8,14,6,3
176,Carina,Lindner,female,german,5,437,3,13,10,7
1871,Carina,Lindner,female,german,5,355,8,23,10,4
1885,Carina,Lindner,female,german,5,386,9,15,13,7
201,Carina,Lindner,female,german,5,340,7,14,9,3
2100,Carina,Lindner,female,german,5,399,5,10,14,7
2147,Carina,Lindner,female,german,5,467,10,22,16,8
2168,Carina,Lindner,female,german,5,383,8,15,9,6
2173,Carina,Lindner,female,german,5,440,5,11,11,7
221,Carina,Lindner,female,german,5,377,10,9,8,4
2566,Carina,Lindner,female,german,5,394,2,9,16,5
2589,Carina,Lindner,female,german,5,360,5,12,9,7
2660,Carina,Lindner,female,german,5,424,6,31,16,6
2793,Carina,Lindner,female,german,5,398,4,9,8,9
2795,Carina,Lindner,female,german,5,392,11,8,10,8
2860,Carina,Lindner,female,german,5,334,2,16,5,7
2927,Carina,Lindner,female,german,5,389,7,9,11,6
307,Carina,Lindner,female,german,5,379,10,6,8,5
3131,Carina,Lindner,female,german,5,362,5,9,7,0
377,Carina,Lindner,female,german,5,515,12,18,6,7
465,Carina,Lindner,female,german,5,353,5,13,15,10
528,Carina,Lindner,female,german,5,376,6,8,10,6
571,Carina,Lindner,female,german,5,387,7,4,6,5
6,Carina,Lindner,female,german,5,236,12,9,12,6
762,Carina,Lindner,female,german,5,394,7,13,13,9
778,Carina,Lindner,female,german,5,326,13,6,7,8
930,Carina,Lindner,female,german,5,529,7,12,9,8
1416,Daniel,Kuhn,male,german,14,363,3,12,6,7
1485,Daniel,Kuhn,male,german,14,357,8,10,6,4
1665,Daniel,Kuhn,male,german,14,567,14,17,14,6
1737,Daniel,Kuhn,male,german,14,414,10,14,8,7
176,Daniel,Kuhn,male,german,14,405,5,10,12,8
1871,Daniel,Kuhn,male,german,14,353,6,9,10,3
1885,Daniel,Kuhn,male,german,14,435,11,18,13,6
201,Daniel,Kuhn,male,german,14,444,6,20,8,9
2100,Daniel,Kuhn,male,german,14,334,6,6,14,4
2147,Daniel,Kuhn,male,german,14,365,8,11,17,3
2168,Daniel,Kuhn,male,german,14,295,5,12,8,9
2173,Daniel,Kuhn,male,german,14,426,10,15,15,4
221,Daniel,Kuhn,male,german,14,340,10,11,6,4
2566,Daniel,Kuhn,male,german,14,404,4,6,10,6
2589,Daniel,Kuhn,male,german,14,352,4,15,11,5
2660,Daniel,Kuhn,male,german,14,364,8,19,11,4
2793,Daniel,Kuhn,male,german,14,392,11,7,9,9
2795,Daniel,Kuhn,male,german,14,354,6,15,11,6
2860,Daniel,Kuhn,male,german,14,408,6,17,7,8
2927,Daniel,Kuhn,male,german,14,437,5,8,14,7
307,Daniel,Kuhn,male,german,14,378,11,9,16,7
3131,Daniel,Kuhn,male,german,14,459,6,16,11,5
377,Daniel,Kuhn,male,german,14,437,10,11,9,8
465,Daniel,Kuhn,male,german,14,318,4,12,7,9
528,Daniel,Kuhn,male,german,14,409,10,9,10,6
571,Daniel,Kuhn,male,german,14,430,7,10,9,5
6,Daniel,Kuhn,male,german,14,356,13,11,18,12
762,Daniel,Kuhn,male,german,14,294,8,13,13,6
778,Daniel,Kuhn,male,german,14,375,7,13,9,3
930,Daniel,Kuhn,male,german,14,544,10,6,9,6
1416,Daniela,Kuhn,female,german,13,345,5,9,9,7
1485,Daniela,Kuhn,female,german,13,323,7,14,7,8
1665,Daniela,Kuhn,female,german,13,459,12,18,9,1
1737,Daniela,Kuhn,female,german,13,448,9,17,10,6
176,Daniela,Kuhn,female,german,13,410,6,10,17,5
1871,Daniela,Kuhn,female,german,13,388,6,23,6,3
1885,Daniela,Kuhn,female,german,13,381,14,21,13,9
201,Daniela,Kuhn,female,german,13,330,7,14,8,8
2100,Daniela,Kuhn,female,german,13,376,8,8,11,7
2147,Daniela,Kuhn,female,german,13,388,8,14,12,4
2168,Daniela,Kuhn,female,german,13,319,7,13,10,8
2173,Daniela,Kuhn,female,german,13,391,8,14,10,4
221,Daniela,Kuhn,female,german,13,375,11,6,9,3
2566,Daniela,Kuhn,female,german,13,340,4,7,6,6
2589,Daniela,Kuhn,female,german,13,352,5,12,13,8
2660,Daniela,Kuhn,female,german,13,259,3,15,9,4
2793,Daniela,Kuhn,female,german,13,352,9,8,7,5
2795,Daniela,Kuhn,female,german,13,412,9,15,11,5
2860,Daniela,Kuhn,female,german,13,405,2,28,6,3
2927,Daniela,Kuhn,female,german,13,331,7,11,13,9
307,Daniela,Kuhn,female,german,13,370,10,10,13,6
3131,Daniela,Kuhn,female,german,13,398,5,15,7,2
377,Daniela,Kuhn,female,german,13,472,12,14,6,7
465,Daniela,Kuhn,female,german,13,381,8,14,10,8
528,Daniela,Kuhn,female,german,13,487,8,6,9,8
571,Daniela,Kuhn,female,german,13,396,4,9,11,2
6,Daniela,Kuhn,female,german,13,287,8,8,12,5
762,Daniela,Kuhn,female,german,13,359,2,12,12,8
778,Daniela,Kuhn,female,german,13,391,8,11,9,9
930,Daniela,Kuhn,female,german,13,506,9,17,12,4
1416,Dilek,Karakaya,female,turkish,33,407,9,8,5,9
1485,Dilek,Karakaya,female,turkish,33,352,8,11,8,8
1665,Dilek,Karakaya,female,turkish,33,528,16,16,13,2
1737,Dilek,Karakaya,female,turkish,33,356,7,9,8,5
176,Dilek,Karakaya,female,turkish,33,458,3,15,12,4
1871,Dilek,Karakaya,female,turkish,33,388,8,14,8,3
1885,Dilek,Karakaya,female,turkish,33,371,10,18,12,5
201,Dilek,Karakaya,female,turkish,33,344,8,12,11,5
2100,Dilek,Karakaya,female,turkish,33,375,9,21,15,8
2147,Dilek,Karakaya,female,turkish,33,322,5,14,9,3
2168,Dilek,Karakaya,female,turkish,33,318,5,14,11,8
2173,Dilek,Karakaya,female,turkish,33,422,13,8,11,5
221,Dilek,Karakaya,female,turkish,33,371,8,11,9,3
2566,Dilek,Karakaya,female,turkish,33,378,6,6,7,3
2589,Dilek,Karakaya,female,turkish,33,396,3,14,12,10
2660,Dilek,Karakaya,female,turkish,33,317,4,23,9,5
2793,Dilek,Karakaya,female,turkish,33,417,8,9,9,6
2795,Dilek,Karakaya,female,turkish,33,348,9,16,8,6
2860,Dilek,Karakaya,female,turkish,33,409,5,31,9,3
2927,Dilek,Karakaya,female,turkish,33,422,7,9,12,10
307,Dilek,Karakaya,female,turkish,33,293,11,7,11,7
3131,Dilek,Karakaya,female,turkish,33,444,3,19,7,5
377,Dilek,Karakaya,female,turkish,33,434,17,12,7,8
465,Dilek,Karakaya,female,turkish,33,401,6,12,9,6
528,Dilek,Karakaya,female,turkish,33,405,6,9,6,7
571,Dilek,Karakaya,female,turkish,33,415,6,10,7,4
6,Dilek,Karakaya,female,turkish,33,334,10,14,15,7
762,Dilek,Karakaya,female,turkish,33,380,7,16,12,7
778,Dilek,Karakaya,female,turkish,33,394,6,13,10,6
930,Dilek,Karakaya,female,turkish,33,480,5,15,8,6
1416,Emre,Eren,male,turkish,22,384,4,12,8,9
1485,Emre,Eren,male,turkish,22,330,8,11,6,4
1665,Emre,Eren,male,turkish,22,421,11,13,13,1
1737,Emre,Eren,male,turkish,22,385,13,10,7,3
176,Emre,Eren,male,turkish,22,530,5,21,18,8
1871,Emre,Eren,male,turkish,22,393,6,17,15,8
1885,Emre,Eren,male,turkish,22,365,13,18,15,7
201,Emre,Eren,male,turkish,22,383,6,15,10,7
2100,Emre,Eren,male,turkish,22,365,6,10,8,5
2147,Emre,Eren,male,turkish,22,357,11,17,17,4
2168,Emre,Eren,male,turkish,22,296,5,12,9,9
2173,Emre,Eren,male,turkish,22,423,8,12,11,6
221,Emre,Eren,male,turkish,22,436,10,13,10,6
2566,Emre,Eren,male,turkish,22,353,3,5,9,6
2589,Emre,Eren,male,turkish,22,366,4,14,13,9
2660,Emre,Eren,male,turkish,22,298,3,14,6,5
2793,Emre,Eren,male,turkish,22,454,9,10,13,8
2795,Emre,Eren,male,turkish,22,390,10,16,11,0
2860,Emre,Eren,male,turkish,22,455,4,27,11,6
2927,Emre,Eren,male,turkish,22,350,8,11,9,10
307,Emre,Eren,male,turkish,22,286,10,5,9,7
3131,Emre,Eren,male,turkish,22,412,5,13,7,1
377,Emre,Eren,male,turkish,22,451,12,10,7,5
465,Emre,Eren,male,turkish,22,400,4,8,11,5
528,Emre,Eren,male,turkish,22,508,11,7,9,5
571,Emre,Eren,male,turkish,22,399,6,15,9,4
6,Emre,Eren,male,turkish,22,312,8,10,9,6
762,Emre,Eren,male,turkish,22,354,5,14,12,9
778,Emre,Eren,male,turkish,22,400,10,12,13,6
930,Emre,Eren,male,turkish,22,504,6,10,10,8
1416,Fabian,Kern,male,german,8,325,3,7,7,8
1485,Fabian,Kern,male,german,8,383,12,8,8,7
1665,Fabian,Kern,male,german,8,555,12,22,10,3
1737,Fabian,Kern,male,german,8,393,8,18,7,1
176,Fabian,Kern,male,german,8,401,5,6,13,8
1871,Fabian,Kern,male,german,8,364,4,18,4,5
1885,Fabian,Kern,male,german,8,386,12,10,10,7
201,Fabian,Kern,male,german,8,379,6,13,9,8
2100,Fabian,Kern,male,german,8,409,9,13,17,6
2147,Fabian,Kern,male,german,8,422,7,10,14,4
2168,Fabian,Kern,male,german,8,335,4,14,13,8
2173,Fabian,Kern,male,german,8,548,16,16,8,12
221,Fabian,Kern,male,german,8,378,10,10,7,6
2566,Fabian,Kern,male,german,8,324,3,7,6,5
2589,Fabian,Kern,male,german,8,365,4,12,10,5
2660,Fabian,Kern,male,german,8,398,3,18,20,7
2793,Fabian,Kern,male,german,8,393,7,8,7,11
2795,Fabian,Kern,male,german,8,363,7,11,10,4
2860,Fabian,Kern,male,german,8,366,2,24,9,8
2927,Fabian,Kern,male,german,8,409,8,11,11,8
307,Fabian,Kern,male,german,8,346,10,7,9,7
3131,Fabian,Kern,male,german,8,444,6,18,8,5
377,Fabian,Kern,male,german,8,491,10,11,11,7
465,Fabian,Kern,male,german,8,368,6,16,12,7
528,Fabian,Kern,male,german,8,275,7,11,5,6
571,Fabian,Kern,male,german,8,395,10,12,13,8
6,Fabian,Kern,male,german,8,307,11,10,11,6
762,Fabian,Kern,male,german,8,344,6,16,11,10
778,Fabian,Kern,male,german,8,446,11,12,13,9
930,Fabian,Kern,male,german,8,511,5,7,6,3
1416,Fikret,Akman,male,turkish,28,294,4,10,7,9
1485,Fikret,Akman,male,turkish,28,309,6,7,7,7
1665,Fikret,Akman,male,turkish,28,443,12,11,7,3
1737,Fikret,Akman,male,turkish,28,489,12,16,12,6
176,Fikret,Akman,male,turkish,28,413,7,12,10,8
1871,Fikret,Akman,male,turkish,28,470,8,22,12,2
1885,Fikret,Akman,male,turkish,28,399,9,16,9,11
201,Fikret,Akman,male,turkish,28,354,5,18,10,5
2100,Fikret,Akman,male,turkish,28,381,7,15,15,7
2147,Fikret,Akman,male,turkish,28,401,6,13,11,6
2168,Fikret,Akman,male,turkish,28,330,4,9,8,5
2173,Fikret,Akman,male,turkish,28,375,8,10,8,6
221,Fikret,Akman,male,turkish,28,370,5,6,4,5
2566,Fikret,Akman,male,turkish,28,451,7,14,11,4
2589,Fikret,Akman,male,turkish,28,432,3,15,12,5
2660,Fikret,Akman,male,turkish,28,339,4,30,13,5
2793,Fikret,Akman,male,turkish,28,412,8,9,6,4
2795,Fikret,Akman,male,turkish,28,429,6,8,10,6
2860,Fikret,Akman,male,turkish,28,426,6,18,8,6
2927,Fikret,Akman,male,turkish,28,474,6,14,10,7
307,Fikret,Akman,male,turkish,28,365,11,12,13,7
3131,Fikret,Akman,male,turkish,28,404,4,16,9,4
377,Fikret,Akman,male,turkish,28,437,9,9,5,2
465,Fikret,Akman,male,turkish,28,364,7,11,10,4
528,Fikret,Akman,male,turkish,28,514,10,13,9,6
571,Fikret,Akman,male,turkish,28,300,10,5,6,7
6,Fikret,Akman,male,turkish,28,223,7,11,7,5
762,Fikret,Akman,male,turkish,28,387,5,15,15,11
778,Fikret,Akman,male,turkish,28,339,5,8,9,7
930,Fikret,Akman,male,turkish,28,470,5,15,8,5
1416,Gül,Sönmez,female,turkish,29,384,6,10,8,9
1485,Gül,Sönmez,female,turkish,29,342,9,14,9,6
1665,Gül,Sönmez,female,turkish,29,372,6,4,7,5
1737,Gül,Sönmez,female,turkish,29,302,10,6,5,4
176,Gül,Sönmez,female,turkish,29,412,4,12,18,5
1871,Gül,Sönmez,female,turkish,29,321,5,21,7,7
1885,Gül,Sönmez,female,turkish,29,326,8,12,10,7
201,Gül,Sönmez,female,turkish,29,371,8,15,11,9
2100,Gül,Sönmez,female,turkish,29,381,9,11,16,7
2147,Gül,Sönmez,female,turkish,29,335,4,13,7,4
2168,Gül,Sönmez,female,turkish,29,308,2,5,5,6
2173,Gül,Sönmez,female,turkish,29,421,10,12,10,9
221,Gül,Sönmez,female,turkish,29,406,16,8,9,5
2566,Gül,Sönmez,female,turkish,29,382,5,8,8,4
2589,Gül,Sönmez,female,turkish,29,376,6,15,15,8
2660,Gül,Sönmez,female,turkish,29,390,3,26,9,9
2793,Gül,Sönmez,female,turkish,29,385,7,13,12,7
2795,Gül,Sönmez,female,turkish,29,405,7,20,12,7
2860,Gül,Sönmez,female,turkish,29,396,3,25,8,5
2927,Gül,Sönmez,female,turkish,29,455,8,14,15,7
307,Gül,Sönmez,female,turkish,29,461,14,11,15,9
3131,Gül,Sönmez,female,turkish,29,311,3,13,4,8
377,Gül,Sönmez,female,turkish,29,429,9,9,4,7
465,Gül,Sönmez,female,turkish,29,366,5,13,8,10
528,Gül,Sönmez,female,turkish,29,345,7,5,3,4
571,Gül,Sönmez,female,turkish,29,402,8,10,9,4
6,Gül,Sönmez,female,turkish,29,342,12,17,20,8
762,Gül,Sönmez,female,turkish,29,341,3,13,10,5
778,Gül,Sönmez,female,turkish,29,359,7,8,9,9
930,Gül,Sönmez,female,turkish,29,528,9,8,6,4
1416,Hatice,Şeker,female,turkish,39,393,1,9,7,10
1485,Hatice,Şeker,female,turkish,39,373,7,14,7,6
1665,Hatice,Şeker,female,turkish,39,415,10,13,12,6
1737,Hatice,Şeker,female,turkish,39,312,5,8,6,4
176,Hatice,Şeker,female,turkish,39,491,5,13,11,6
1871,Hatice,Şeker,female,turkish,39,300,6,11,7,7
1885,Hatice,Şeker,female,turkish,39,416,7,13,13,7
201,Hatice,Şeker,female,turkish,39,426,9,15,8,6
2100,Hatice,Şeker,female,turkish,39,443,10,17,8,9
2147,Hatice,Şeker,female,turkish,39,402,4,12,11,5
2168,Hatice,Şeker,female,turkish,39,309,7,10,13,5
2173,Hatice,Şeker,female,turkish,39,566,6,18,16,9
221,Hatice,Şeker,female,turkish,39,327,8,10,8,5
2566,Hatice,Şeker,female,turkish,39,348,5,9,11,4
2589,Hatice,Şeker,female,turkish,39,414,4,15,11,10
2660,Hatice,Şeker,female,turkish,39,261,4,21,8,4
2793,Hatice,Şeker,female,turkish,39,500,7,6,12,7
2795,Hatice,Şeker,female,turkish,39,327,7,14,12,3
2860,Hatice,Şeker,female,turkish,39,353,4,24,12,8
2927,Hatice,Şeker,female,turkish,39,397,8,17,15,7
307,Hatice,Şeker,female,turkish,39,403,12,14,12,12
3131,Hatice,Şeker,female,turkish,39,408,3,17,7,5
377,Hatice,Şeker,female,turkish,39,438,14,13,12,5
465,Hatice,Şeker,female,turkish,39,435,8,12,11,9
528,Hatice,Şeker,female,turkish,39,370,8,6,4,7
571,Hatice,Şeker,female,turkish,39,350,7,9,6,3
6,Hatice,Şeker,female,turkish,39,192,8,9,9,5
762,Hatice,Şeker,female,turkish,39,267,4,12,14,7
778,Hatice,Şeker,female,turkish,39,378,6,10,14,10
930,Hatice,Şeker,female,turkish,39,493,7,16,9,4
1416,Havva,Eren,female,turkish,21,401,4,11,9,9
1485,Havva,Eren,female,turkish,21,362,9,14,12,8
1665,Havva,Eren,female,turkish,21,419,6,8,7,2
1737,Havva,Eren,female,turkish,21,273,6,7,6,4
176,Havva,Eren,female,turkish,21,372,3,7,12,8
1871,Havva,Eren,female,turkish,21,404,7,21,10,6
1885,Havva,Eren,female,turkish,21,416,13,20,15,6
201,Havva,Eren,female,turkish,21,408,5,21,9,7
2100,Havva,Eren,female,turkish,21,382,6,12,16,11
2147,Havva,Eren,female,turkish,21,369,6,15,10,5
2168,Havva,Eren,female,turkish,21,355,4,12,13,5
2173,Havva,Eren,female,turkish,21,334,5,7,9,5
221,Havva,Eren,female,turkish,21,291,7,1,4,3
2566,Havva,Eren,female,turkish,21,362,6,8,8,5
2589,Havva,Eren,female,turkish,21,433,4,11,8,6
2660,Havva,Eren,female,turkish,21,305,5,24,9,7
2793,Havva,Eren,female,turkish,21,342,6,5,6,3
2795,Havva,Eren,female,turkish,21,309,7,15,7,4
2860,Havva,Eren,female,turkish,21,449,3,24,9,5
2927,Havva,Eren,female,turkish,21,438,9,10,12,7
307,Havva,Eren,female,turkish,21,335,12,4,5,8
3131,Havva,Eren,female,turkish,21,414,5,17,7,2
377,Havva,Eren,female,turkish,21,372,8,15,8,5
465,Havva,Eren,female,turkish,21,521,7,19,12,12
528,Havva,Eren,female,turkish,21,506,7,12,10,7
571,Havva,Eren,female,turkish,21,401,10,4,6,2
6,Havva,Eren,female,turkish,21,294,10,11,14,7
762,Havva,Eren,female,turkish,21,441,5,22,21,9
778,Havva,Eren,female,turkish,21,368,9,11,14,8
930,Havva,Eren,female,turkish,21,564,8,12,10,3
1416,Henrik,Kohl,male,german,20,324,2,14,10,6
1485,Henrik,Kohl,male,german,20,399,9,13,9,7
1665,Henrik,Kohl,male,german,20,407,13,13,9,6
1737,Henrik,Kohl,male,german,20,362,10,17,6,2
176,Henrik,Kohl,male,german,20,516,7,14,12,7
1871,Henrik,Kohl,male,german,20,362,8,22,12,5
1885,Henrik,Kohl,male,german,20,378,8,10,9,5
201,Henrik,Kohl,male,german,20,399,6,20,7,8
2100,Henrik,Kohl,male,german,20,422,12,10,14,9
2147,Henrik,Kohl,male,german,20,363,5,12,8,6
2168,Henrik,Kohl,male,german,20,333,10,9,14,7
2173,Henrik,Kohl,male,german,20,392,10,10,11,8
221,Henrik,Kohl,male,german,20,367,11,9,8,2
2566,Henrik,Kohl,male,german,20,383,6,7,9,6
2589,Henrik,Kohl,male,german,20,296,4,5,10,6
2660,Henrik,Kohl,male,german,20,261,5,24,8,6
2793,Henrik,Kohl,male,german,20,440,10,10,10,6
2795,Henrik,Kohl,male,german,20,346,7,15,13,6
2860,Henrik,Kohl,male,german,20,387,3,24,9,2
2927,Henrik,Kohl,male,german,20,347,7,10,13,7
307,Henrik,Kohl,male,german,20,334,10,7,6,4
3131,Henrik,Kohl,male,german,20,407,3,15,3,6
377,Henrik,Kohl,male,german,20,387,11,9,2,7
465,Henrik,Kohl,male,german,20,360,5,10,8,9
528,Henrik,Kohl,male,german,20,437,7,7,8,5
