"profile_id","first_name","last_name","gender","ethnicity","name_ID","tokens","agentic_count","communal_count"
528,"Dilek","Karakaya","female","turkish",33,261,2,12
571,"Dilek","Karakaya","female","turkish",33,427,7,15
6,"Dilek","Karakaya","female","turkish",33,182,6,13
762,"Dilek","Karakaya","female","turkish",33,328,7,31
778,"Dilek","Karakaya","female","turkish",33,239,11,7
930,"Dilek","Karakaya","female","turkish",33,476,2,1
1416,"Emre","Eren","male","turkish",22,246,2,15
1485,"Emre","Eren","male","turkish",22,221,5,8
1665,"Emre","Eren","male","turkish",22,395,2,12
1737,"Emre","Eren","male","turkish",22,267,3,9
176,"Emre","Eren","male","turkish",22,304,2,13
1871,"Emre","Eren","male","turkish",22,382,4,25
1885,"Emre","Eren","male","turkish",22,380,4,31
201,"Emre","Eren","male","turkish",22,266,3,17
2100,"Emre","Eren","male","turkish",22,220,2,7
2147,"Emre","Eren","male","turkish",22,241,4,6
2168,"Emre","Eren","male","turkish",22,302,3,14
2173,"Emre","Eren","male","turkish",22,340,3,12
221,"Emre","Eren","male","turkish",22,441,7,10
2566,"Emre","Eren","male","turkish",22,323,2,13
2589,"Emre","Eren","male","turkish",22,387,0,15
2660,"Emre","Eren","male","turkish",22,328,3,32
2793,"Emre","Eren","male","turkish",22,420,2,11
2795,"Emre","Eren","male","turkish",22,280,7,9
2860,"Emre","Eren","male","turkish",22,257,0,20
2927,"Emre","Eren","male","turkish",22,289,2,7
307,"Emre","Eren","male","turkish",22,309,12,7
3131,"Emre","Eren","male","turkish",22,285,4,10
377,"Emre","Eren","male","turkish",22,357,8,12
465,"Emre","Eren","male","turkish",22,297,2,12
528,"Emre","Eren","male","turkish",22,435,6,9
571,"Emre","Eren","male","turkish",22,296,3,9
6,"Emre","Eren","male","turkish",22,215,3,14
762,"Emre","Eren","male","turkish",22,204,1,14
778,"Emre","Eren","male","turkish",22,263,7,11
930,"Emre","Eren","male","turkish",22,334,4,7
1416,"Fabian","Kern","male","german",8,270,3,11
1485,"Fabian","Kern","male","german",8,366,9,15
1665,"Fabian","Kern","male","german",8,305,3,10
1737,"Fabian","Kern","male","german",8,319,5,26
176,"Fabian","Kern","male","german",8,298,4,8
1871,"Fabian","Kern","male","german",8,320,5,11
1885,"Fabian","Kern","male","german",8,358,5,23
201,"Fabian","Kern","male","german",8,262,4,14
2100,"Fabian","Kern","male","german",8,249,2,5
2147,"Fabian","Kern","male","german",8,240,2,6
2168,"Fabian","Kern","male","german",8,223,6,11
2173,"Fabian","Kern","male","german",8,708,7,23
221,"Fabian","Kern","male","german",8,268,5,12
2566,"Fabian","Kern","male","german",8,280,3,10
2589,"Fabian","Kern","male","german",8,547,7,25
2660,"Fabian","Kern","male","german",8,322,2,28
2793,"Fabian","Kern","male","german",8,328,3,6
2795,"Fabian","Kern","male","german",8,245,1,13
2860,"Fabian","Kern","male","german",8,216,0,17
2927,"Fabian","Kern","male","german",8,164,0,5
307,"Fabian","Kern","male","german",8,324,12,12
3131,"Fabian","Kern","male","german",8,256,1,8
377,"Fabian","Kern","male","german",8,377,10,12
465,"Fabian","Kern","male","german",8,271,3,15
528,"Fabian","Kern","male","german",8,285,3,6
571,"Fabian","Kern","male","german",8,397,5,7
6,"Fabian","Kern","male","german",8,179,3,6
762,"Fabian","Kern","male","german",8,262,5,18
778,"Fabian","Kern","male","german",8,312,9,12
930,"Fabian","Kern","male","german",8,308,1,3
1416,"Fikret","Akman","male","turkish",28,280,3,11
1485,"Fikret","Akman","male","turkish",28,232,5,6
1665,"Fikret","Akman","male","turkish",28,441,6,19
1737,"Fikret","Akman","male","turkish",28,323,9,14
176,"Fikret","Akman","male","turkish",28,337,6,10
1871,"Fikret","Akman","male","turkish",28,361,4,30
1885,"Fikret","Akman","male","turkish",28,360,4,27
201,"Fikret","Akman","male","turkish",28,306,2,19
2100,"Fikret","Akman","male","turkish",28,256,2,10
2147,"Fikret","Akman","male","turkish",28,325,6,13
2168,"Fikret","Akman","male","turkish",28,209,3,10
2173,"Fikret","Akman","male","turkish",28,404,8,11
221,"Fikret","Akman","male","turkish",28,277,2,7
2566,"Fikret","Akman","male","turkish",28,274,0,13
2589,"Fikret","Akman","male","turkish",28,413,2,10
2660,"Fikret","Akman","male","turkish",28,415,9,40
2793,"Fikret","Akman","male","turkish",28,336,3,8
2795,"Fikret","Akman","male","turkish",28,212,3,12
2860,"Fikret","Akman","male","turkish",28,313,1,24
2927,"Fikret","Akman","male","turkish",28,496,4,15
307,"Fikret","Akman","male","turkish",28,264,6,6
3131,"Fikret","Akman","male","turkish",28,371,1,19
377,"Fikret","Akman","male","turkish",28,448,10,17
465,"Fikret","Akman","male","turkish",28,351,1,18
528,"Fikret","Akman","male","turkish",28,307,3,11
571,"Fikret","Akman","male","turkish",28,224,4,3
6,"Fikret","Akman","male","turkish",28,232,10,11
762,"Fikret","Akman","male","turkish",28,275,6,23
778,"Fikret","Akman","male","turkish",28,266,10,10
930,"Fikret","Akman","male","turkish",28,342,2,13
1416,"Gül","Sönmez","female","turkish",29,361,3,20
1485,"Gül","Sönmez","female","turkish",29,221,1,18
1665,"Gül","Sönmez","female","turkish",29,341,6,13
1737,"Gül","Sönmez","female","turkish",29,279,3,11
176,"Gül","Sönmez","female","turkish",29,393,4,11
1871,"Gül","Sönmez","female","turkish",29,444,10,29
1885,"Gül","Sönmez","female","turkish",29,273,4,20
201,"Gül","Sönmez","female","turkish",29,280,2,19
2100,"Gül","Sönmez","female","turkish",29,249,7,10
2147,"Gül","Sönmez","female","turkish",29,210,3,10
2168,"Gül","Sönmez","female","turkish",29,196,1,8
2173,"Gül","Sönmez","female","turkish",29,309,3,11
221,"Gül","Sönmez","female","turkish",29,365,4,11
2566,"Gül","Sönmez","female","turkish",29,286,4,13
2589,"Gül","Sönmez","female","turkish",29,389,3,24
2660,"Gül","Sönmez","female","turkish",29,234,1,12
2793,"Gül","Sönmez","female","turkish",29,371,2,3
2795,"Gül","Sönmez","female","turkish",29,307,1,13
2860,"Gül","Sönmez","female","turkish",29,313,3,20
2927,"Gül","Sönmez","female","turkish",29,375,2,8
307,"Gül","Sönmez","female","turkish",29,269,5,7
3131,"Gül","Sönmez","female","turkish",29,373,4,8
377,"Gül","Sönmez","female","turkish",29,300,1,10
465,"Gül","Sönmez","female","turkish",29,489,3,23
528,"Gül","Sönmez","female","turkish",29,537,8,13
571,"Gül","Sönmez","female","turkish",29,205,0,1
6,"Gül","Sönmez","female","turkish",29,223,7,10
762,"Gül","Sönmez","female","turkish",29,287,1,11
778,"Gül","Sönmez","female","turkish",29,260,4,14
930,"Gül","Sönmez","female","turkish",29,303,1,8
1416,"Hatice","Şeker","female","turkish",39,272,2,13
1485,"Hatice","Şeker","female","turkish",39,321,6,13
1665,"Hatice","Şeker","female","turkish",39,356,3,13
1737,"Hatice","Şeker","female","turkish",39,169,5,9
176,"Hatice","Şeker","female","turkish",39,304,3,9
1871,"Hatice","Şeker","female","turkish",39,189,0,15
1885,"Hatice","Şeker","female","turkish",39,426,8,25
201,"Hatice","Şeker","female","turkish",39,272,7,18
2100,"Hatice","Şeker","female","turkish",39,285,7,12
2147,"Hatice","Şeker","female","turkish",39,227,6,10
2168,"Hatice","Şeker","female","turkish",39,280,2,14
2173,"Hatice","Şeker","female","turkish",39,344,4,15
221,"Hatice","Şeker","female","turkish",39,269,9,6
2566,"Hatice","Şeker","female","turkish",39,237,2,7
2589,"Hatice","Şeker","female","turkish",39,365,1,13
2660,"Hatice","Şeker","female","turkish",39,297,3,20
2793,"Hatice","Şeker","female","turkish",39,434,6,7
2795,"Hatice","Şeker","female","turkish",39,246,5,13
2860,"Hatice","Şeker","female","turkish",39,270,3,18
2927,"Hatice","Şeker","female","turkish",39,1578,0,5
307,"Hatice","Şeker","female","turkish",39,267,9,5
3131,"Hatice","Şeker","female","turkish",39,266,1,7
377,"Hatice","Şeker","female","turkish",39,398,10,14
465,"Hatice","Şeker","female","turkish",39,437,4,21
528,"Hatice","Şeker","female","turkish",39,233,3,5
571,"Hatice","Şeker","female","turkish",39,403,1,13
6,"Hatice","Şeker","female","turkish",39,205,6,12
762,"Hatice","Şeker","female","turkish",39,170,4,9
778,"Hatice","Şeker","female","turkish",39,204,10,5
930,"Hatice","Şeker","female","turkish",39,363,1,10
1416,"Havva","Eren","female","turkish",21,245,3,7
1485,"Havva","Eren","female","turkish",21,211,3,9
1665,"Havva","Eren","female","turkish",21,349,9,12
1737,"Havva","Eren","female","turkish",21,345,6,14
176,"Havva","Eren","female","turkish",21,403,0,13
1871,"Havva","Eren","female","turkish",21,327,5,18
1885,"Havva","Eren","female","turkish",21,360,5,29
201,"Havva","Eren","female","turkish",21,326,4,33
2100,"Havva","Eren","female","turkish",21,290,9,11
2147,"Havva","Eren","female","turkish",21,372,5,13
2168,"Havva","Eren","female","turkish",21,173,3,9
2173,"Havva","Eren","female","turkish",21,277,6,5
221,"Havva","Eren","female","turkish",21,347,4,7
2566,"Havva","Eren","female","turkish",21,245,3,11
2589,"Havva","Eren","female","turkish",21,426,2,22
2660,"Havva","Eren","female","turkish",21,229,2,19
2793,"Havva","Eren","female","turkish",21,417,5,9
2795,"Havva","Eren","female","turkish",21,275,3,8
2860,"Havva","Eren","female","turkish",21,247,0,18
2927,"Havva","Eren","female","turkish",21,283,2,17
307,"Havva","Eren","female","turkish",21,219,10,8
3131,"Havva","Eren","female","turkish",21,450,4,20
377,"Havva","Eren","female","turkish",21,259,5,15
465,"Havva","Eren","female","turkish",21,306,4,12
528,"Havva","Eren","female","turkish",21,224,3,5
571,"Havva","Eren","female","turkish",21,255,3,11
6,"Havva","Eren","female","turkish",21,220,5,15
762,"Havva","Eren","female","turkish",21,329,2,15
778,"Havva","Eren","female","turkish",21,326,11,15
930,"Havva","Eren","female","turkish",21,305,5,2
1416,"Henrik","Kohl","male","german",20,269,1,12
1485,"Henrik","Kohl","male","german",20,310,4,12
1665,"Henrik","Kohl","male","german",20,312,5,7
1737,"Henrik","Kohl","male","german",20,385,5,20
176,"Henrik","Kohl","male","german",20,486,2,11
1871,"Henrik","Kohl","male","german",20,414,12,31
1885,"Henrik","Kohl","male","german",20,354,8,22
201,"Henrik","Kohl","male","german",20,259,10,12
2100,"Henrik","Kohl","male","german",20,352,9,14
2147,"Henrik","Kohl","male","german",20,272,5,9
2168,"Henrik","Kohl","male","german",20,326,2,14
2173,"Henrik","Kohl","male","german",20,324,4,10
221,"Henrik","Kohl","male","german",20,450,4,18
2566,"Henrik","Kohl","male","german",20,193,3,8
2589,"Henrik","Kohl","male","german",20,339,4,13
2660,"Henrik","Kohl","male","german",20,242,3,19
2793,"Henrik","Kohl","male","german",20,387,7,11
2795,"Henrik","Kohl","male","german",20,346,2,17
2860,"Henrik","Kohl","male","german",20,205,3,10
2927,"Henrik","Kohl","male","german",20,298,6,11
307,"Henrik","Kohl","male","german",20,304,6,5
3131,"Henrik","Kohl","male","german",20,379,3,11
377,"Henrik","Kohl","male","german",20,318,5,12
465,"Henrik","Kohl","male","german",20,296,2,13
528,"Henrik","Kohl","male","german",20,364,6,11
571,"Henrik","Kohl","male","german",20,262,5,3
6,"Henrik","Kohl","male","german",20,190,3,11
762,"Henrik","Kohl","male","german",20,292,11,23
778,"Henrik","Kohl","male","german",20,194,6,10
930,"Henrik","Kohl","male","german",20,315,3,8
1416,"Hilal","Akay","female","turkish",37,240,3,12
1485,"Hilal","Akay","female","turkish",37,367,9,22
1665,"Hilal","Akay","female","turkish",37,403,9,13
1737,"Hilal","Akay","female","turkish",37,309,6,14
176,"Hilal","Akay","female","turkish",37,332,3,16
1871,"Hilal","Akay","female","turkish",37,312,6,19
1885,"Hilal","Akay","female","turkish",37,244,5,18
201,"Hilal","Akay","female","turkish",37,335,7,23
2100,"Hilal","Akay","female","turkish",37,343,4,20
2147,"Hilal","Akay","female","turkish",37,233,4,12
2168,"Hilal","Akay","female","turkish",37,293,4,14
2173,"Hilal","Akay","female","turkish",37,223,4,11
221,"Hilal","Akay","female","turkish",37,383,10,12
2566,"Hilal","Akay","female","turkish",37,187,2,6
2589,"Hilal","Akay","female","turkish",37,352,3,23
2660,"Hilal","Akay","female","turkish",37,341,2,29
2793,"Hilal","Akay","female","turkish",37,462,2,13
2795,"Hilal","Akay","female","turkish",37,316,3,15
2860,"Hilal","Akay","female","turkish",37,298,2,24
2927,"Hilal","Akay","female","turkish",37,407,5,15
307,"Hilal","Akay","female","turkish",37,248,8,3
3131,"Hilal","Akay","female","turkish",37,190,3,9
377,"Hilal","Akay","female","turkish",37,333,5,9
465,"Hilal","Akay","female","turkish",37,283,1,10
528,"Hilal","Akay","female","turkish",37,310,5,8
571,"Hilal","Akay","female","turkish",37,276,4,4
6,"Hilal","Akay","female","turkish",37,177,2,8
762,"Hilal","Akay","female","turkish",37,249,2,17
778,"Hilal","Akay","female","turkish",37,323,5,15
930,"Hilal","Akay","female","turkish",37,486,3,14
1416,"Jennifer","Neubauer","female","german",9,289,3,12
1485,"Jennifer","Neubauer","female","german",9,265,5,8
1665,"Jennifer","Neubauer","female","german",9,355,5,16
1737,"Jennifer","Neubauer","female","german",9,227,2,12
176,"Jennifer","Neubauer","female","german",9,217,2,3
1871,"Jennifer","Neubauer","female","german",9,201,3,10
1885,"Jennifer","Neubauer","female","german",9,275,10,17
201,"Jennifer","Neubauer","female","german",9,314,3,11
2100,"Jennifer","Neubauer","female","german",9,265,8,14
2147,"Jennifer","Neubauer","female","german",9,286,3,14
2168,"Jennifer","Neubauer","female","german",9,217,1,13
2173,"Jennifer","Neubauer","female","german",9,230,4,5
221,"Jennifer","Neubauer","female","german",9,173,5,9
2566,"Jennifer","Neubauer","female","german",9,212,0,10
2589,"Jennifer","Neubauer","female","german",9,300,2,12
2660,"Jennifer","Neubauer","female","german",9,212,2,19
2793,"Jennifer","Neubauer","female","german",9,364,4,5
2795,"Jennifer","Neubauer","female","german",9,176,4,12
