profile_id,first_name,last_name,gender,ethnicity,name_ID,tokens,agentic_count,communal_count,certainty_count,tentative_count
2795,Ahmet,Akay,male,turkish,38,508,5,23,12,1
2860,Ahmet,Akay,male,turkish,38,314,1,24,2,2
2927,Ahmet,Akay,male,turkish,38,306,0,10,5,4
307,Ahmet,Akay,male,turkish,38,252,6,4,7,2
3131,Ahmet,Akay,male,turkish,38,314,3,13,4,1
377,Ahmet,Akay,male,turkish,38,366,1,15,0,13
465,Ahmet,Akay,male,turkish,38,325,6,17,8,2
528,Ahmet,Akay,male,turkish,38,287,1,8,2,3
571,Ahmet,Akay,male,turkish,38,430,6,17,8,4
6,Ahmet,Akay,male,turkish,38,185,5,13,7,3
762,Ahmet,Akay,male,turkish,38,318,8,19,12,6
778,Ahmet,Akay,male,turkish,38,297,13,14,8,3
930,Ahmet,Akay,male,turkish,38,370,3,6,1,2
1416,Angelika,Kohl,female,german,19,305,5,15,7,7
1485,Angelika,Kohl,female,german,19,320,13,8,5,1
1665,Angelika,Kohl,female,german,19,482,11,17,6,1
1737,Angelika,Kohl,female,german,19,286,6,9,2,1
176,Angelika,Kohl,female,german,19,264,3,7,1,2
1871,Angelika,Kohl,female,german,19,203,2,13,3,0
1885,Angelika,Kohl,female,german,19,239,4,20,3,4
201,Angelika,Kohl,female,german,19,245,4,18,2,0
2100,Angelika,Kohl,female,german,19,236,4,14,1,1
2147,Angelika,Kohl,female,german,19,312,6,19,9,5
2168,Angelika,Kohl,female,german,19,265,2,12,3,1
2173,Angelika,Kohl,female,german,19,418,5,18,7,2
221,Angelika,Kohl,female,german,19,395,8,13,6,0
2566,Angelika,Kohl,female,german,19,285,2,14,3,1
2589,Angelika,Kohl,female,german,19,415,1,13,4,1
2660,Angelika,Kohl,female,german,19,265,0,21,2,1
2793,Angelika,Kohl,female,german,19,385,4,10,3,2
2795,Angelika,Kohl,female,german,19,263,1,11,1,2
2860,Angelika,Kohl,female,german,19,277,3,22,1,2
2927,Angelika,Kohl,female,german,19,197,2,5,1,0
307,Angelika,Kohl,female,german,19,256,7,6,5,1
3131,Angelika,Kohl,female,german,19,251,0,8,1,4
377,Angelika,Kohl,female,german,19,372,7,24,4,5
465,Angelika,Kohl,female,german,19,337,3,17,6,4
528,Angelika,Kohl,female,german,19,202,2,4,2,2
571,Angelika,Kohl,female,german,19,253,1,16,3,2
6,Angelika,Kohl,female,german,19,257,6,14,8,4
762,Angelika,Kohl,female,german,19,246,4,22,4,5
778,Angelika,Kohl,female,german,19,176,2,10,2,4
930,Angelika,Kohl,female,german,19,265,2,2,2,1
1416,Britta,Kern,female,german,7,315,3,15,3,3
1485,Britta,Kern,female,german,7,225,5,6,2,3
1665,Britta,Kern,female,german,7,407,8,14,5,1
1737,Britta,Kern,female,german,7,249,4,10,4,1
176,Britta,Kern,female,german,7,354,4,10,1,2
1871,Britta,Kern,female,german,7,243,3,19,1,5
1885,Britta,Kern,female,german,7,359,7,25,7,3
201,Britta,Kern,female,german,7,317,4,22,3,10
2100,Britta,Kern,female,german,7,231,4,6,4,0
2147,Britta,Kern,female,german,7,223,5,9,6,1
2168,Britta,Kern,female,german,7,154,1,6,0,0
2173,Britta,Kern,female,german,7,94,4,3,1,0
221,Britta,Kern,female,german,7,417,12,13,5,1
2566,Britta,Kern,female,german,7,338,2,20,6,1
2589,Britta,Kern,female,german,7,269,3,9,3,1
2660,Britta,Kern,female,german,7,299,1,25,6,1
2793,Britta,Kern,female,german,7,508,4,10,4,0
2795,Britta,Kern,female,german,7,188,5,11,3,2
2860,Britta,Kern,female,german,7,238,2,15,3,0
2927,Britta,Kern,female,german,7,349,6,14,3,3
307,Britta,Kern,female,german,7,320,7,13,7,2
3131,Britta,Kern,female,german,7,301,4,11,4,1
377,Britta,Kern,female,german,7,292,5,14,3,7
465,Britta,Kern,female,german,7,296,1,14,1,3
528,Britta,Kern,female,german,7,275,2,4,3,4
571,Britta,Kern,female,german,7,465,4,15,8,8
6,Britta,Kern,female,german,7,199,5,11,3,0
762,Britta,Kern,female,german,7,287,4,18,2,4
778,Britta,Kern,female,german,7,177,3,9,1,3
930,Britta,Kern,female,german,7,274,2,6,0,2
1416,Cansu,Turan,female,turkish,25,293,1,13,3,2
1485,Cansu,Turan,female,turkish,25,209,5,13,4,2
1665,Cansu,Turan,female,turkish,25,428,0,10,0,0
1737,Cansu,Turan,female,turkish,25,275,6,12,2,1
176,Cansu,Turan,female,turkish,25,391,1,19,5,7
1871,Cansu,Turan,female,turkish,25,220,3,17,3,3
1885,Cansu,Turan,female,turkish,25,280,1,13,1,2
201,Cansu,Turan,female,turkish,25,258,5,20,4,6
2100,Cansu,Turan,female,turkish,25,257,4,16,4,3
2147,Cansu,Turan,female,turkish,25,254,3,8,7,6
2168,Cansu,Turan,female,turkish,25,239,5,12,5,0
2173,Cansu,Turan,female,turkish,25,261,5,12,3,3
221,Cansu,Turan,female,turkish,25,338,3,14,3,1
2566,Cansu,Turan,female,turkish,25,183,1,4,2,2
2589,Cansu,Turan,female,turkish,25,349,1,18,8,2
2660,Cansu,Turan,female,turkish,25,277,3,23,3,2
2793,Cansu,Turan,female,turkish,25,385,1,12,6,0
2795,Cansu,Turan,female,turkish,25,341,8,12,5,2
2860,Cansu,Turan,female,turkish,25,207,1,11,1,5
2927,Cansu,Turan,female,turkish,25,564,2,26,8,6
307,Cansu,Turan,female,turkish,25,337,9,11,4,12
3131,Cansu,Turan,female,turkish,25,231,5,8,1,1
377,Cansu,Turan,female,turkish,25,220,2,10,2,3
465,Cansu,Turan,female,turkish,25,261,1,15,3,4
528,Cansu,Turan,female,turkish,25,317,4,15,3,3
571,Cansu,Turan,female,turkish,25,279,3,15,2,3
6,Cansu,Turan,female,turkish,25,270,5,22,10,2
762,Cansu,Turan,female,turkish,25,224,7,13,6,2
778,Cansu,Turan,female,turkish,25,202,10,11,5,0
930,Cansu,Turan,female,turkish,25,286,5,3,1,3
1416,Carina,Lindner,female,german,5,283,3,11,4,2
1485,Carina,Lindner,female,german,5,224,3,13,3,4
1665,Carina,Lindner,female,german,5,344,8,9,7,3
1737,Carina,Lindner,female,german,5,231,5,15,1,4
176,Carina,Lindner,female,german,5,360,5,14,2,3
1871,Carina,Lindner,female,german,5,258,2,19,6,1
1885,Carina,Lindner,female,german,5,309,2,26,4,4
201,Carina,Lindner,female,german,5,228,5,11,1,5
2100,Carina,Lindner,female,german,5,300,4,11,8,2
2147,Carina,Lindner,female,german,5,241,5,14,4,4
2168,Carina,Lindner,female,german,5,190,6,10,5,0
2173,Carina,Lindner,female,german,5,301,7,13,6,2
221,Carina,Lindner,female,german,5,347,7,13,5,0
2566,Carina,Lindner,female,german,5,204,2,9,0,0
2589,Carina,Lindner,female,german,5,341,4,24,6,9
2660,Carina,Lindner,female,german,5,357,4,34,13,2
2793,Carina,Lindner,female,german,5,351,5,12,5,2
2795,Carina,Lindner,female,german,5,332,7,19,6,2
2860,Carina,Lindner,female,german,5,237,1,18,2,0
2927,Carina,Lindner,female,german,5,280,2,11,3,3
307,Carina,Lindner,female,german,5,217,8,5,5,1
3131,Carina,Lindner,female,german,5,361,5,21,4,3
377,Carina,Lindner,female,german,5,323,13,15,2,2
465,Carina,Lindner,female,german,5,330,3,10,0,4
528,Carina,Lindner,female,german,5,259,4,10,3,0
571,Carina,Lindner,female,german,5,298,0,13,2,0
6,Carina,Lindner,female,german,5,121,3,13,2,2
762,Carina,Lindner,female,german,5,292,3,28,6,4
778,Carina,Lindner,female,german,5,255,6,11,3,2
930,Carina,Lindner,female,german,5,491,4,12,1,1
1416,Daniel,Kuhn,male,german,14,297,3,14,0,7
1485,Daniel,Kuhn,male,german,14,232,5,6,2,3
1665,Daniel,Kuhn,male,german,14,300,3,8,2,0
1737,Daniel,Kuhn,male,german,14,243,5,7,0,4
176,Daniel,Kuhn,male,german,14,307,7,5,3,1
1871,Daniel,Kuhn,male,german,14,294,5,13,4,4
1885,Daniel,Kuhn,male,german,14,467,7,24,6,6
201,Daniel,Kuhn,male,german,14,220,5,17,3,0
2100,Daniel,Kuhn,male,german,14,227,3,11,2,0
2147,Daniel,Kuhn,male,german,14,265,6,6,7,2
2168,Daniel,Kuhn,male,german,14,243,3,11,6,2
2173,Daniel,Kuhn,male,german,14,323,5,10,3,2
221,Daniel,Kuhn,male,german,14,266,4,10,3,0
2566,Daniel,Kuhn,male,german,14,283,6,6,4,1
2589,Daniel,Kuhn,male,german,14,332,2,18,2,1
2660,Daniel,Kuhn,male,german,14,230,2,19,3,0
2793,Daniel,Kuhn,male,german,14,373,4,6,3,0
2795,Daniel,Kuhn,male,german,14,315,7,17,3,2
2860,Daniel,Kuhn,male,german,14,275,7,19,7,3
2927,Daniel,Kuhn,male,german,14,421,1,10,6,3
307,Daniel,Kuhn,male,german,14,339,12,10,5,2
3131,Daniel,Kuhn,male,german,14,356,1,6,2,4
377,Daniel,Kuhn,male,german,14,429,3,11,5,9
465,Daniel,Kuhn,male,german,14,254,1,12,2,5
528,Daniel,Kuhn,male,german,14,409,4,6,1,1
571,Daniel,Kuhn,male,german,14,325,4,13,6,1
6,Daniel,Kuhn,male,german,14,315,4,16,9,4
762,Daniel,Kuhn,male,german,14,236,2,19,4,0
778,Daniel,Kuhn,male,german,14,318,4,11,4,5
930,Daniel,Kuhn,male,german,14,401,5,10,1,2
1416,Daniela,Kuhn,female,german,13,221,3,9,3,2
1485,Daniela,Kuhn,female,german,13,269,9,19,7,3
1665,Daniela,Kuhn,female,german,13,491,8,18,6,1
1737,Daniela,Kuhn,female,german,13,338,2,13,5,0
176,Daniela,Kuhn,female,german,13,332,5,10,5,1
1871,Daniela,Kuhn,female,german,13,189,1,9,1,0
1885,Daniela,Kuhn,female,german,13,184,2,10,2,2
201,Daniela,Kuhn,female,german,13,235,6,12,2,5
2100,Daniela,Kuhn,female,german,13,244,5,14,4,2
2147,Daniela,Kuhn,female,german,13,348,6,12,6,2
2168,Daniela,Kuhn,female,german,13,214,3,13,5,3
2173,Daniela,Kuhn,female,german,13,421,9,24,3,6
221,Daniela,Kuhn,female,german,13,247,3,4,1,1
2566,Daniela,Kuhn,female,german,13,198,3,4,4,2
2589,Daniela,Kuhn,female,german,13,276,0,10,5,1
2660,Daniela,Kuhn,female,german,13,272,3,22,6,2
2793,Daniela,Kuhn,female,german,13,302,4,11,6,1
2795,Daniela,Kuhn,female,german,13,183,5,8,2,2
2860,Daniela,Kuhn,female,german,13,300,4,22,2,5
2927,Daniela,Kuhn,female,german,13,282,2,5,4,4
307,Daniela,Kuhn,female,german,13,251,10,11,5,3
3131,Daniela,Kuhn,female,german,13,325,7,12,5,1
377,Daniela,Kuhn,female,german,13,358,1,16,2,2
465,Daniela,Kuhn,female,german,13,335,2,14,5,5
528,Daniela,Kuhn,female,german,13,339,3,6,1,2
571,Daniela,Kuhn,female,german,13,249,3,8,2,1
6,Daniela,Kuhn,female,german,13,187,5,11,4,3
762,Daniela,Kuhn,female,german,13,191,5,14,3,2
778,Daniela,Kuhn,female,german,13,218,2,9,1,9
930,Daniela,Kuhn,female,german,13,343,3,9,2,5
1416,Dilek,Karakaya,female,turkish,33,284,2,6,2,3
1485,Dilek,Karakaya,female,turkish,33,204,4,16,1,4
1665,Dilek,Karakaya,female,turkish,33,356,3,13,4,2
1737,Dilek,Karakaya,female,turkish,33,327,3,12,4,2
176,Dilek,Karakaya,female,turkish,33,360,2,10,4,6
1871,Dilek,Karakaya,female,turkish,33,268,4,15,3,8
1885,Dilek,Karakaya,female,turkish,33,243,1,16,1,3
201,Dilek,Karakaya,female,turkish,33,184,2,7,4,3
2100,Dilek,Karakaya,female,turkish,33,225,5,9,7,2
2147,Dilek,Karakaya,female,turkish,33,424,8,26,12,4
2168,Dilek,Karakaya,female,turkish,33,299,3,10,9,1
2173,Dilek,Karakaya,female,turkish,33,324,5,7,4,1
221,Dilek,Karakaya,female,turkish,33,310,8,9,3,3
2566,Dilek,Karakaya,female,turkish,33,323,3,14,5,2
2589,Dilek,Karakaya,female,turkish,33,362,1,19,4,3
2660,Dilek,Karakaya,female,turkish,33,285,3,24,2,2
2793,Dilek,Karakaya,female,turkish,33,386,5,8,4,4
2795,Dilek,Karakaya,female,turkish,33,226,4,12,1,5
2860,Dilek,Karakaya,female,turkish,33,365,5,26,5,3
2927,Dilek,Karakaya,female,turkish,33,345,7,12,5,5
307,Dilek,Karakaya,female,turkish,33,231,8,4,8,2
3131,Dilek,Karakaya,female,turkish,33,252,1,10,3,2
377,Dilek,Karakaya,female,turkish,33,400,2,25,4,2
465,Dilek,Karakaya,female,turkish,33,296,3,12,3,8
528,Dilek,Karakaya,female,turkish,33,261,2,12,2,1
571,Dilek,Karakaya,female,turkish,33,427,7,15,2,7
6,Dilek,Karakaya,female,turkish,33,182,6,13,9,5
762,Dilek,Karakaya,female,turkish,33,328,7,31,10,9
778,Dilek,Karakaya,female,turkish,33,239,11,7,5,6
930,Dilek,Karakaya,female,turkish,33,476,2,1,1,2
1416,Emre,Eren,male,turkish,22,246,2,15,1,0
1485,Emre,Eren,male,turkish,22,221,5,8,4,2
1665,Emre,Eren,male,turkish,22,395,2,12,3,2
1737,Emre,Eren,male,turkish,22,267,3,9,2,1
176,Emre,Eren,male,turkish,22,304,2,13,2,1
1871,Emre,Eren,male,turkish,22,382,4,25,4,3
1885,Emre,Eren,male,turkish,22,380,4,31,3,1
201,Emre,Eren,male,turkish,22,266,3,17,2,2
2100,Emre,Eren,male,turkish,22,220,2,7,0,1
2147,Emre,Eren,male,turkish,22,241,4,6,8,2
2168,Emre,Eren,male,turkish,22,302,3,14,5,2
2173,Emre,Eren,male,turkish,22,340,3,12,4,1
221,Emre,Eren,male,turkish,22,441,7,10,8,4
2566,Emre,Eren,male,turkish,22,323,2,13,8,3
2589,Emre,Eren,male,turkish,22,387,0,15,6,7
2660,Emre,Eren,male,turkish,22,328,3,32,8,2
2793,Emre,Eren,male,turkish,22,420,2,11,1,2
2795,Emre,Eren,male,turkish,22,280,7,9,3,3
2860,Emre,Eren,male,turkish,22,257,0,20,2,1
2927,Emre,Eren,male,turkish,22,289,2,7,3,3
307,Emre,Eren,male,turkish,22,309,12,7,11,3
3131,Emre,Eren,male,turkish,22,285,4,10,4,1
377,Emre,Eren,male,turkish,22,357,8,12,8,1
465,Emre,Eren,male,turkish,22,297,2,12,3,5
528,Emre,Eren,male,turkish,22,435,6,9,2,3
571,Emre,Eren,male,turkish,22,296,3,9,1,3
6,Emre,Eren,male,turkish,22,215,3,14,3,1
762,Emre,Eren,male,turkish,22,204,1,14,3,3
778,Emre,Eren,male,turkish,22,263,7,11,7,7
930,Emre,Eren,male,turkish,22,334,4,7,2,1
1416,Fabian,Kern,male,german,8,270,3,11,3,1
1485,Fabian,Kern,male,german,8,366,9,15,10,6
1665,Fabian,Kern,male,german,8,305,3,10,7,1
1737,Fabian,Kern,male,german,8,319,5,26,6,3
176,Fabian,Kern,male,german,8,298,4,8,4,2
1871,Fabian,Kern,male,german,8,320,5,11,5,6
1885,Fabian,Kern,male,german,8,358,5,23,8,4
201,Fabian,Kern,male,german,8,262,4,14,2,3
2100,Fabian,Kern,male,german,8,249,2,5,3,1
2147,Fabian,Kern,male,german,8,240,2,6,3,4
2168,Fabian,Kern,male,german,8,223,6,11,6,3
2173,Fabian,Kern,male,german,8,708,7,23,12,7
221,Fabian,Kern,male,german,8,268,5,12,2,2
2566,Fabian,Kern,male,german,8,280,3,10,2,0
2589,Fabian,Kern,male,german,8,547,7,25,9,8
2660,Fabian,Kern,male,german,8,322,2,28,9,2
2793,Fabian,Kern,male,german,8,328,3,6,3,2
2795,Fabian,Kern,male,german,8,245,1,13,2,0
2860,Fabian,Kern,male,german,8,216,0,17,2,4
2927,Fabian,Kern,male,german,8,164,0,5,0,0
307,Fabian,Kern,male,german,8,324,12,12,10,8
3131,Fabian,Kern,male,german,8,256,1,8,2,1
377,Fabian,Kern,male,german,8,377,10,12,5,2
465,Fabian,Kern,male,german,8,271,3,15,2,2
528,Fabian,Kern,male,german,8,285,3,6,2,2
571,Fabian,Kern,male,german,8,397,5,7,4,3
6,Fabian,Kern,male,german,8,179,3,6,4,2
762,Fabian,Kern,male,german,8,262,5,18,5,4
778,Fabian,Kern,male,german,8,312,9,12,7,5
930,Fabian,Kern,male,german,8,308,1,3,3,0
1416,Fikret,Akman,male,turkish,28,280,3,11,3,3
1485,Fikret,Akman,male,turkish,28,232,5,6,2,2
1665,Fikret,Akman,male,turkish,28,441,6,19,7,5
1737,Fikret,Akman,male,turkish,28,323,9,14,7,4
176,Fikret,Akman,male,turkish,28,337,6,10,2,3
1871,Fikret,Akman,male,turkish,28,361,4,30,8,1
1885,Fikret,Akman,male,turkish,28,360,4,27,3,2
201,Fikret,Akman,male,turkish,28,306,2,19,5,3
2100,Fikret,Akman,male,turkish,28,256,2,10,1,2
2147,Fikret,Akman,male,turkish,28,325,6,13,7,1
2168,Fikret,Akman,male,turkish,28,209,3,10,1,0
2173,Fikret,Akman,male,turkish,28,404,8,11,5,5
221,Fikret,Akman,male,turkish,28,277,2,7,3,0
2566,Fikret,Akman,male,turkish,28,274,0,13,5,2
2589,Fikret,Akman,male,turkish,28,413,2,10,7,6
2660,Fikret,Akman,male,turkish,28,415,9,40,14,2
2793,Fikret,Akman,male,turkish,28,336,3,8,4,0
2795,Fikret,Akman,male,turkish,28,212,3,12,3,0
2860,Fikret,Akman,male,turkish,28,313,1,24,3,1
2927,Fikret,Akman,male,turkish,28,496,4,15,3,4
307,Fikret,Akman,male,turkish,28,264,6,6,1,2
3131,Fikret,Akman,male,turkish,28,371,1,19,3,0
377,Fikret,Akman,male,turkish,28,448,10,17,4,4
465,Fikret,Akman,male,turkish,28,351,1,18,3,4
528,Fikret,Akman,male,turkish,28,307,3,11,3,1
571,Fikret,Akman,male,turkish,28,224,4,3,4,2
6,Fikret,Akman,male,turkish,28,232,10,11,11,5
762,Fikret,Akman,male,turkish,28,275,6,23,1,2
778,Fikret,Akman,male,turkish,28,266,10,10,8,3
930,Fikret,Akman,male,turkish,28,342,2,13,5,5
1416,Gül,Sönmez,female,turkish,29,361,3,20,3,2
1485,Gül,Sönmez,female,turkish,29,221,1,18,3,2
1665,Gül,Sönmez,female,turkish,29,341,6,13,5,1
1737,Gül,Sönmez,female,turkish,29,279,3,11,3,0
176,Gül,Sönmez,female,turkish,29,393,4,11,7,5
1871,Gül,Sönmez,female,turkish,29,444,10,29,11,5
1885,Gül,Sönmez,female,turkish,29,273,4,20,4,2
201,Gül,Sönmez,female,turkish,29,280,2,19,5,4
2100,Gül,Sönmez,female,turkish,29,249,7,10,3,3
2147,Gül,Sönmez,female,turkish,29,210,3,10,4,1
2168,Gül,Sönmez,female,turkish,29,196,1,8,3,1
2173,Gül,Sönmez,female,turkish,29,309,3,11,3,0
221,Gül,Sönmez,female,turkish,29,365,4,11,3,1
2566,Gül,Sönmez,female,turkish,29,286,4,13,5,4
2589,Gül,Sönmez,female,turkish,29,389,3,24,8,2
2660,Gül,Sönmez,female,turkish,29,234,1,12,1,2
2793,Gül,Sönmez,female,turkish,29,371,2,3,0,0
2795,Gül,Sönmez,female,turkish,29,307,1,13,1,2
2860,Gül,Sönmez,female,turkish,29,313,3,20,4,2
2927,Gül,Sönmez,female,turkish,29,375,2,8,4,5
307,Gül,Sönmez,female,turkish,29,269,5,7,2,1
3131,Gül,Sönmez,female,turkish,29,373,4,8,6,1
377,Gül,Sönmez,female,turkish,29,300,1,10,2,0
465,Gül,Sönmez,female,turkish,29,489,3,23,6,5
528,Gül,Sönmez,female,turkish,29,537,8,13,9,5
571,Gül,Sönmez,female,turkish,29,205,0,1,0,2
6,Gül,Sönmez,female,turkish,29,223,7,10,5,5
762,Gül,Sönmez,female,turkish,29,287,1,11,5,2
778,Gül,Sönmez,female,turkish,29,260,4,14,6,6
930,Gül,Sönmez,female,turkish,29,303,1,8,2,1
1416,Hatice,Şeker,female,turkish,39,272,2,13,2,1
1485,Hatice,Şeker,female,turkish,39,321,6,13,8,5
1665,Hatice,Şeker,female,turkish,39,356,3,13,8,3
1737,Hatice,Şeker,female,turkish,39,169,5,9,2,0
176,Hatice,Şeker,female,turkish,39,304,3,9,4,0
1871,Hatice,Şeker,female,turkish,39,189,0,15,3,2
1885,Hatice,Şeker,female,turkish,39,426,8,25,8,8
201,Hatice,Şeker,female,turkish,39,272,7,18,5,1
2100,Hatice,Şeker,female,turkish,39,285,7,12,4,4
2147,Hatice,Şeker,female,turkish,39,227,6,10,5,2
2168,Hatice,Şeker,female,turkish,39,280,2,14,5,3
2173,Hatice,Şeker,female,turkish,39,344,4,15,5,0
221,Hatice,Şeker,female,turkish,39,269,9,6,5,0
2566,Hatice,Şeker,female,turkish,39,237,2,7,2,0
2589,Hatice,Şeker,female,turkish,39,365,1,13,4,3
2660,Hatice,Şeker,female,turkish,39,297,3,20,5,1
2793,Hatice,Şeker,female,turkish,39,434,6,7,5,2
2795,Hatice,Şeker,female,turkish,39,246,5,13,3,2
2860,Hatice,Şeker,female,turkish,39,270,3,18,1,4
2927,Hatice,Şeker,female,turkish,39,1578,0,5,1,0
307,Hatice,Şeker,female,turkish,39,267,9,5,6,0
3131,Hatice,Şeker,female,turkish,39,266,1,7,7,0
377,Hatice,Şeker,female,turkish,39,398,10,14,1,2
465,Hatice,Şeker,female,turkish,39,437,4,21,1,5
528,Hatice,Şeker,female,turkish,39,233,3,5,0,1
571,Hatice,Şeker,female,turkish,39,403,1,13,3,4
6,Hatice,Şeker,female,turkish,39,205,6,12,10,4
762,Hatice,Şeker,female,turkish,39,170,4,9,4,0
778,Hatice,Şeker,female,turkish,39,204,10,5,8,5
930,Hatice,Şeker,female,turkish,39,363,1,10,1,2
1416,Havva,Eren,female,turkish,21,245,3,7,2,2
1485,Havva,Eren,female,turkish,21,211,3,9,1,3
1665,Havva,Eren,female,turkish,21,349,9,12,5,1
1737,Havva,Eren,female,turkish,21,345,6,14,4,2
176,Havva,Eren,female,turkish,21,403,0,13,3,2
1871,Havva,Eren,female,turkish,21,327,5,18,3,1
1885,Havva,Eren,female,turkish,21,360,5,29,4,3
201,Havva,Eren,female,turkish,21,326,4,33,6,3
2100,Havva,Eren,female,turkish,21,290,9,11,11,2
2147,Havva,Eren,female,turkish,21,372,5,13,7,2
2168,Havva,Eren,female,turkish,21,173,3,9,2,3
2173,Havva,Eren,female,turkish,21,277,6,5,2,1
221,Havva,Eren,female,turkish,21,347,4,7,3,2
2566,Havva,Eren,female,turkish,21,245,3,11,5,1
2589,Havva,Eren,female,turkish,21,426,2,22,5,4
2660,Havva,Eren,female,turkish,21,229,2,19,6,0
2793,Havva,Eren,female,turkish,21,417,5,9,4,4
2795,Havva,Eren,female,turkish,21,275,3,8,5,3
2860,Havva,Eren,female,turkish,21,247,0,18,1,2
2927,Havva,Eren,female,turkish,21,283,2,17,5,4
307,Havva,Eren,female,turkish,21,219,10,8,9,2
3131,Havva,Eren,female,turkish,21,450,4,20,5,0
377,Havva,Eren,female,turkish,21,259,5,15,2,1
465,Havva,Eren,female,turkish,21,306,4,12,3,3
528,Havva,Eren,female,turkish,21,224,3,5,2,1
571,Havva,Eren,female,turkish,21,255,3,11,2,1
6,Havva,Eren,female,turkish,21,220,5,15,7,2
762,Havva,Eren,female,turkish,21,329,2,15,4,2
778,Havva,Eren,female,turkish,21,326,11,15,8,6
930,Havva,Eren,female,turkish,21,305,5,2,3,1
1416,Henrik,Kohl,male,german,20,269,1,12,4,4
1485,Henrik,Kohl,male,german,20,310,4,12,3,2
1665,Henrik,Kohl,male,german,20,312,5,7,4,1
1737,Henrik,Kohl,male,german,20,385,5,20,5,0
176,Henrik,Kohl,male,german,20,486,2,11,3,2
1871,Henrik,Kohl,male,german,20,414,12,31,10,4
1885,Henrik,Kohl,male,german,20,354,8,22,7,3
201,Henrik,Kohl,male,german,20,259,10,12,7,4
2100,Henrik,Kohl,male,german,20,352,9,14,7,1
2147,Henrik,Kohl,male,german,20,272,5,9,4,3
2168,Henrik,Kohl,male,german,20,326,2,14,1,3
2173,Henrik,Kohl,male,german,20,324,4,10,4,4
221,Henrik,Kohl,male,german,20,450,4,18,7,5
2566,Henrik,Kohl,male,german,20,193,3,8,5,3
2589,Henrik,Kohl,male,german,20,339,4,13,2,1
2660,Henrik,Kohl,male,german,20,242,3,19,4,4
2793,Henrik,Kohl,male,german,20,387,7,11,5,4
2795,Henrik,Kohl,male,german,20,346,2,17,3,1
2860,Henrik,Kohl,male,german,20,205,3,10,2,2
2927,Henrik,Kohl,male,german,20,298,6,11,8,8
307,Henrik,Kohl,male,german,20,304,6,5,6,3
3131,Henrik,Kohl,male,german,20,379,3,11,3,1
377,Henrik,Kohl,male,german,20,318,5,12,4,4
465,Henrik,Kohl,male,german,20,296,2,13,0,5
528,Henrik,Kohl,male,german,20,364,6,11,5,3
