"profile_id","first_name","last_name","gender","ethnicity","name_ID","provider","model","num_top_keys","cv_total_words","k01_persoenliche_daten_num_items","k01_persoenliche_daten_num_subkeys","k01_persoenliche_daten_num_words","k02_profil_num_items","k02_profil_num_subkeys","k02_profil_num_words","k03_faehigkeiten_num_items","k03_faehigkeiten_num_subkeys","k03_faehigkeiten_num_words","k04_berufserfahrung_num_items","k04_berufserfahrung_num_subkeys","k04_berufserfahrung_num_words","k05_ausbildung_num_items","k05_ausbildung_num_subkeys","k05_ausbildung_num_words","k06_skills_num_items","k06_skills_num_subkeys","k06_skills_num_words","k07_sprachen_num_items","k07_sprachen_num_subkeys","k07_sprachen_num_words","k08_interessen_num_items","k08_interessen_num_subkeys","k08_interessen_num_words","k09_angestrebte_position_num_items","k09_angestrebte_position_num_subkeys","k09_angestrebte_position_num_words","k10_cover_letter_snippet_num_items","k10_cover_letter_snippet_num_subkeys","k10_cover_letter_snippet_num_words"
571,"Adem","Şeker","male","turkish",40,"qwen3-14b","Qwen/Qwen3-14B",10,469,5,5,11,1,0,51,10,0,39,3,0,154,1,0,20,9,0,15,4,0,20,6,0,25,1,0,34,1,0,100
6,"Adem","Şeker","male","turkish",40,"qwen3-14b","Qwen/Qwen3-14B",10,299,7,7,14,3,3,46,3,3,23,2,0,72,1,0,12,7,0,15,2,0,7,4,0,16,1,0,21,1,0,73
762,"Adem","Şeker","male","turkish",40,"qwen3-14b","Qwen/Qwen3-14B",10,410,6,6,14,1,0,80,1,0,15,3,0,125,2,0,24,9,0,33,3,0,12,1,0,17,1,0,26,1,0,64
778,"Adem","Şeker","male","turkish",40,"qwen3-14b","Qwen/Qwen3-14B",10,403,6,6,11,1,1,42,6,6,39,3,0,124,3,0,33,10,0,14,2,0,6,5,0,16,1,0,42,1,0,76
930,"Adem","Şeker","male","turkish",40,"qwen3-14b","Qwen/Qwen3-14B",10,401,7,7,14,1,1,46,3,3,42,3,0,109,2,0,26,2,2,18,5,5,13,5,0,17,8,8,33,1,0,83
1416,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,380,6,6,10,1,1,72,4,4,25,3,0,101,2,0,20,3,3,23,2,2,5,4,4,15,3,3,16,1,1,93
1485,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,438,8,8,12,5,5,54,3,3,53,3,0,123,1,0,13,3,3,25,2,0,6,5,0,9,3,3,58,1,0,85
1665,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,388,7,7,14,1,1,67,2,2,22,3,0,115,3,0,29,2,2,18,5,5,12,2,2,22,5,5,31,1,0,58
1737,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,322,7,7,20,4,4,47,3,3,23,4,4,49,3,3,27,3,3,11,3,3,15,2,2,20,4,4,33,1,0,77
176,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,414,6,6,16,1,0,77,2,2,19,3,0,95,2,0,31,7,0,26,7,0,26,5,0,19,1,0,37,1,0,68
1871,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,368,5,5,19,1,1,59,8,8,41,2,0,94,2,0,26,2,2,21,4,4,16,5,0,13,1,0,27,1,0,52
1885,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,398,5,5,10,2,2,80,6,6,0,2,0,93,2,0,20,2,2,15,3,3,4,2,2,17,6,6,40,1,1,119
201,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,361,7,7,16,3,3,56,4,4,29,2,0,102,2,0,24,2,2,14,2,0,8,5,0,22,5,5,24,1,0,66
2100,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,464,7,7,25,1,0,57,1,0,14,2,0,160,2,0,20,7,0,31,4,0,20,6,0,24,1,0,32,1,0,81
2147,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,339,6,6,14,1,0,69,1,0,16,2,0,89,2,0,18,6,0,24,2,0,6,1,0,10,1,0,28,1,0,65
2168,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,348,6,6,11,2,2,64,4,4,26,2,0,58,2,0,18,6,0,21,4,0,20,1,0,14,1,0,21,1,0,95
2173,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,459,7,7,11,2,2,98,3,3,35,3,0,135,2,0,17,10,0,13,2,0,4,6,0,20,1,0,28,1,0,98
221,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,381,7,7,14,1,1,86,4,4,19,2,0,95,1,0,13,3,3,23,3,3,4,1,1,8,5,5,27,1,1,92
2566,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,351,10,10,15,3,3,95,5,5,43,5,5,31,5,5,12,2,2,18,3,3,9,2,2,20,5,5,29,3,3,79
2589,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,327,6,6,10,1,0,41,1,0,18,2,0,64,2,0,23,7,0,19,4,4,18,1,0,14,1,0,40,1,0,80
2660,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,383,7,7,16,1,1,46,2,2,21,2,0,100,2,0,20,11,0,12,3,0,14,6,0,18,4,4,66,1,0,70
2793,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,344,7,7,17,1,1,40,2,2,30,3,0,117,2,0,19,8,0,19,3,0,6,5,0,12,4,4,21,1,0,63
2795,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,329,7,7,14,1,1,41,2,2,24,1,1,100,1,1,22,2,2,24,1,1,7,1,1,7,1,1,14,1,1,76
2860,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,422,8,8,15,1,1,52,6,6,45,3,0,104,3,0,29,2,2,18,3,3,9,1,1,10,7,7,49,1,1,91
2927,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,480,7,7,18,3,3,28,5,5,33,3,0,135,1,0,13,7,0,35,4,0,20,6,0,29,6,6,38,1,0,131
307,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,321,5,5,11,2,2,64,3,3,25,2,0,64,1,0,10,3,3,27,3,3,9,5,0,9,1,0,27,1,0,75
3131,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,365,6,6,15,1,1,61,6,6,48,2,0,49,2,0,18,10,0,18,5,0,23,6,0,16,1,0,44,1,0,73
377,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,464,6,6,22,1,1,52,3,3,75,2,0,87,3,0,29,2,2,26,3,3,9,5,0,20,6,6,37,1,0,107
465,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,547,7,7,13,1,1,92,1,1,60,1,1,125,1,1,14,1,1,58,1,1,10,1,1,37,1,1,48,1,1,90
528,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,441,6,6,11,2,2,58,2,2,25,3,0,114,2,0,21,2,2,25,4,4,14,2,2,32,3,3,22,3,3,119
571,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,352,6,6,13,1,1,44,5,5,37,2,0,92,1,0,14,3,3,23,4,4,16,2,2,20,4,4,29,1,1,64
6,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,378,6,6,13,2,2,51,5,5,68,2,0,82,1,0,12,2,2,19,3,3,8,2,2,26,1,0,19,1,0,80
762,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,304,7,7,13,3,3,37,3,3,19,3,0,77,2,0,18,8,0,12,3,0,13,6,0,9,4,4,25,1,0,81
778,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,311,6,6,17,3,3,67,2,2,21,1,1,68,1,1,16,2,2,16,1,1,6,1,1,6,1,1,6,1,1,88
930,"Ahmet","Akay","male","turkish",38,"qwen3-14b","Qwen/Qwen3-14B",10,409,5,5,11,3,3,84,3,3,44,2,0,72,2,0,20,3,3,31,5,5,13,5,0,18,6,6,23,1,0,93
1416,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,406,6,6,9,2,2,84,4,4,28,2,0,92,2,0,23,2,2,19,3,3,4,1,0,15,5,5,25,1,0,107
1485,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,441,6,6,10,3,3,59,1,1,24,3,0,143,1,0,15,8,0,27,2,0,6,5,0,20,5,5,38,1,0,99
1665,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,325,6,6,12,3,3,42,4,4,20,2,0,67,2,0,18,2,2,16,4,4,11,2,2,19,2,2,15,3,3,105
1737,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,393,6,6,15,1,1,66,5,5,44,2,0,76,2,0,19,2,2,18,3,3,13,2,2,26,7,7,45,1,0,71
176,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,479,7,7,25,1,1,72,3,3,35,3,0,125,2,0,23,2,2,22,6,0,12,6,0,18,5,5,71,1,0,76
1871,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,339,7,7,13,4,4,33,3,3,17,3,0,95,2,0,19,3,3,12,4,0,12,5,0,6,5,5,28,1,0,104
1885,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,387,6,6,10,5,5,74,9,9,0,3,0,107,1,0,8,10,10,54,2,0,6,5,0,12,7,7,34,1,0,82
201,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,387,6,6,13,1,0,70,1,0,15,3,0,106,2,0,31,2,2,21,2,0,9,1,0,13,1,0,40,1,0,69
2100,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,401,6,6,13,2,2,71,2,2,37,3,0,95,2,0,16,2,2,31,4,0,19,5,0,17,4,4,27,1,0,75
2147,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,334,5,5,12,1,1,60,2,2,16,2,0,84,2,0,22,2,2,18,3,3,7,5,0,11,7,7,29,1,0,75
2168,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,320,6,6,11,3,3,43,4,4,20,3,0,80,2,0,12,2,2,10,4,4,10,4,0,12,5,5,35,1,0,87
2173,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,331,6,6,10,3,3,74,3,3,24,2,0,77,2,0,16,9,0,17,2,0,6,6,0,13,7,7,33,1,0,61
221,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,414,6,6,13,2,2,41,5,5,62,2,0,93,2,0,22,2,2,32,2,0,11,4,0,23,5,5,34,1,0,83
2566,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,397,7,7,14,1,1,76,3,3,18,2,0,96,1,0,13,2,2,14,3,3,14,5,0,17,1,0,32,1,0,103
2589,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,396,5,5,9,1,1,58,3,3,37,2,0,96,2,0,21,3,3,15,4,4,18,2,2,15,6,6,30,1,1,97
2660,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",3,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,417,6,6,13,3,3,48,6,6,47,3,0,109,2,0,24,3,3,40,3,0,11,1,0,18,4,4,30,1,0,77
2795,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,357,5,5,12,2,2,85,2,2,34,3,0,70,3,0,23,2,2,22,3,3,5,4,0,14,1,0,23,1,0,69
2860,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,426,5,5,8,1,0,61,7,0,28,3,0,114,2,0,29,6,0,27,3,0,14,5,0,20,1,0,34,1,0,91
2927,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,397,6,6,17,1,1,50,2,2,38,1,1,132,1,1,11,2,2,30,1,1,8,1,1,14,1,1,18,1,1,79
307,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,363,6,6,18,3,3,73,3,3,20,3,0,99,2,0,16,2,2,14,3,3,13,2,2,12,6,6,24,3,3,74
3131,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,332,6,6,12,2,2,56,2,2,21,2,0,80,2,0,21,2,2,15,5,5,13,1,0,11,1,0,9,1,0,94
377,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,492,7,7,26,1,1,93,5,5,55,3,3,139,3,3,26,3,3,26,3,3,7,1,1,16,4,4,22,1,1,82
465,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,343,6,6,12,1,0,68,8,0,19,2,0,77,2,0,21,6,0,29,3,0,12,1,0,14,1,0,34,1,0,57
528,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,406,5,5,9,2,2,55,2,2,52,2,0,80,3,0,34,6,0,17,4,4,12,5,0,19,5,5,42,1,0,86
571,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,428,5,5,18,1,0,78,9,0,27,3,0,113,2,0,25,6,0,29,4,0,14,5,0,12,1,0,36,1,0,76
6,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,354,5,5,8,3,3,47,3,3,21,3,0,119,1,0,14,2,2,20,3,3,8,2,2,20,4,4,15,1,0,82
762,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,304,6,6,13,2,2,61,3,3,19,2,0,61,2,0,18,5,0,13,3,3,9,4,0,14,1,0,28,1,0,68
778,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,374,5,5,9,2,2,60,5,5,58,3,0,85,2,0,21,10,0,10,2,0,9,6,0,19,6,6,31,1,0,72
930,"Angelika","Kohl","female","german",19,"qwen3-14b","Qwen/Qwen3-14B",10,423,7,7,13,1,1,64,1,1,29,3,3,119,2,2,18,2,2,25,5,5,15,1,1,16,5,5,45,1,1,79
1416,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,398,6,6,11,2,2,40,3,3,20,3,0,98,2,0,30,6,0,28,2,0,7,5,0,19,4,4,25,3,3,120
1485,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,350,8,8,12,1,1,76,1,1,12,2,0,94,1,0,10,2,2,18,3,3,8,5,0,13,1,0,18,1,0,89
1665,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,417,6,6,13,3,3,58,4,4,29,3,0,163,3,0,31,2,2,15,4,4,8,1,1,9,6,6,24,1,0,67
1737,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,430,6,6,18,1,0,86,1,0,16,2,0,120,3,0,27,6,0,35,3,0,11,1,0,10,1,0,24,1,0,83
176,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,349,6,6,10,3,3,55,2,2,14,3,0,115,2,0,20,2,2,23,7,0,21,1,0,9,3,3,24,1,0,58
1871,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,420,5,5,18,1,0,64,6,0,34,3,0,105,3,0,26,5,0,32,4,0,15,5,0,17,1,0,29,1,0,80
1885,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,363,6,6,12,3,3,47,2,2,21,2,0,68,2,0,22,3,3,30,3,3,7,2,2,16,5,5,28,4,4,112
201,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,441,6,6,18,1,0,51,1,0,25,3,0,162,2,0,37,7,0,38,2,0,8,5,0,25,1,0,20,1,0,57
2100,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,351,6,6,13,1,1,53,2,2,23,2,0,62,2,0,18,6,0,18,4,4,16,5,0,20,6,6,33,1,0,95
2147,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,398,6,6,17,1,0,75,1,0,11,3,0,120,2,0,24,7,0,11,2,0,6,1,0,10,1,0,29,1,0,95
2168,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,375,5,5,9,2,2,97,6,6,41,2,0,74,2,0,17,10,0,19,4,0,12,5,0,11,1,0,18,1,0,77
2173,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,400,7,7,11,3,3,91,2,2,19,3,0,106,2,0,19,2,2,19,2,0,6,5,0,15,6,6,40,1,0,74
221,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,361,6,6,13,1,0,62,4,4,45,2,0,86,1,0,13,8,0,14,2,0,9,1,0,19,1,0,37,1,0,63
2566,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,377,7,7,20,1,0,81,1,0,43,2,0,63,2,0,22,1,0,12,1,0,6,1,0,16,1,0,21,1,0,93
2589,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,353,6,6,12,1,1,35,4,4,33,3,0,91,2,0,18,2,2,18,4,4,18,1,1,15,3,3,21,2,2,92
2660,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,358,6,6,15,1,1,65,2,2,16,2,0,88,2,0,17,2,2,29,3,0,6,6,0,13,6,6,34,1,0,75
2793,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,391,6,6,15,1,1,46,3,3,37,2,0,77,2,0,26,2,2,21,3,3,10,2,2,35,5,5,44,1,0,80
2795,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,395,6,6,11,2,2,84,2,2,21,3,0,106,2,0,18,6,6,6,2,0,7,5,0,18,6,6,35,1,0,89
2860,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,396,6,6,10,3,3,85,2,2,26,2,0,86,2,0,17,2,2,24,3,3,11,2,2,27,7,7,33,1,0,77
2927,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,408,6,6,12,2,2,85,2,2,31,3,0,124,2,0,22,2,2,19,4,4,16,4,0,17,1,0,28,1,0,54
307,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,374,6,6,13,2,2,63,5,5,55,4,4,46,3,3,13,2,2,14,3,3,13,1,1,20,4,4,24,1,1,113
3131,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,437,6,6,12,1,1,51,5,5,36,3,0,113,2,0,20,3,3,19,5,5,12,2,2,18,8,8,54,1,0,102
377,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,416,6,6,15,2,2,66,4,4,51,3,0,77,3,0,29,3,3,37,3,0,8,1,0,14,1,0,28,1,0,91
465,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,329,5,5,12,1,1,45,2,2,33,2,0,74,2,0,19,2,2,16,3,3,7,1,1,13,4,4,27,1,0,83
528,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,397,6,6,10,1,0,35,1,0,27,3,0,139,3,0,29,9,0,25,4,0,12,1,0,17,1,0,26,1,0,77
571,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,324,7,7,13,1,1,50,6,6,12,2,0,81,1,0,11,2,2,28,4,0,14,5,0,14,7,7,31,1,0,70
6,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,295,6,6,11,1,1,55,2,2,17,1,1,75,1,1,10,1,1,24,1,1,9,1,1,20,5,5,20,1,1,54
762,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,379,6,6,13,3,3,36,2,2,30,3,0,115,2,0,21,2,2,25,3,3,9,5,0,21,5,5,27,1,0,82
778,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,372,6,6,17,1,1,49,1,1,21,1,1,115,1,1,20,2,2,20,1,1,6,1,1,11,3,3,26,1,1,87
930,"Britta","Kern","female","german",7,"qwen3-14b","Qwen/Qwen3-14B",10,507,6,6,12,1,1,46,3,3,73,3,0,189,2,0,18,2,2,33,1,1,24,5,0,14,5,5,47,1,1,51
1416,"Cansu","Turan","female","turkish",25,"qwen3-14b","Qwen/Qwen3-14B",10,340,7,7,12,1,1,43,8,8,8,2,0,79,2,0,18,2,2,22,2,0,9,5,0,21,6,6,35,1,0,93
1485,"Cansu","Turan","female","turkish",25,"qwen3-14b","Qwen/Qwen3-14B",10,390,7,7,19,2,2,94,2,2,32,3,0,105,1,0,10,2,2,21,2,0,8,5,0,19,1,0,16,1,0,66
