profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,num_top_keys,cv_total_words,k01_persoenliche_daten_num_items,k01_persoenliche_daten_num_subkeys,k01_persoenliche_daten_num_words,k02_profil_num_items,k02_profil_num_subkeys,k02_profil_num_words,k03_faehigkeiten_num_items,k03_faehigkeiten_num_subkeys,k03_faehigkeiten_num_words,k04_berufserfahrung_num_items,k04_berufserfahrung_num_subkeys,k04_berufserfahrung_num_words,k05_ausbildung_num_items,k05_ausbildung_num_subkeys,k05_ausbildung_num_words,k06_skills_num_items,k06_skills_num_subkeys,k06_skills_num_words,k07_sprachen_num_items,k07_sprachen_num_subkeys,k07_sprachen_num_words,k08_interessen_num_items,k08_interessen_num_subkeys,k08_interessen_num_words,k09_angestrebte_position_num_items,k09_angestrebte_position_num_subkeys,k09_angestrebte_position_num_words,k10_cover_letter_snippet_num_items,k10_cover_letter_snippet_num_subkeys,k10_cover_letter_snippet_num_words
2566,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,245,4,4,11,1,0,31,1,0,21,2,0,71,1,0,14,1,0,13,3,0,12,1,0,14,1,0,5,1,0,53
2589,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,310,5,5,11,1,0,64,1,0,25,1,0,55,1,0,23,1,0,21,1,0,12,1,0,10,1,0,18,1,0,71
2660,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,181,4,4,11,1,0,40,1,0,10,1,0,26,2,0,16,6,0,6,3,0,6,1,0,6,1,0,8,1,0,52
2793,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,390,5,5,8,1,0,62,1,0,40,1,0,99,1,0,20,1,0,34,1,0,11,1,0,13,1,0,11,1,0,92
2795,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,455,4,4,11,1,0,84,1,0,31,3,0,119,4,0,27,2,2,24,3,3,6,1,0,16,1,0,12,1,0,125
2860,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,255,5,5,9,1,0,55,1,0,27,1,0,42,1,0,1,1,0,20,1,0,10,1,0,18,1,0,15,1,0,58
2927,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,374,5,5,11,1,0,65,1,0,31,3,0,118,2,0,25,9,0,14,4,0,20,1,0,16,1,0,5,1,0,69
307,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,251,5,5,13,1,0,43,1,0,16,2,0,79,1,0,10,1,0,12,3,0,6,1,0,8,1,0,21,1,0,43
3131,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,350,5,5,8,1,0,64,1,0,35,3,0,108,2,0,15,3,3,22,5,5,13,1,0,10,1,0,11,1,0,64
377,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,401,5,5,8,1,0,55,1,0,37,1,0,96,1,0,28,1,0,33,1,0,13,1,0,9,1,0,16,1,0,106
465,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,408,6,6,9,1,0,72,1,0,48,3,0,110,3,0,19,9,0,33,3,0,10,1,0,17,1,0,15,1,0,75
528,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,307,3,3,4,1,0,33,1,0,18,1,0,88,1,0,22,1,0,20,1,0,12,1,0,15,1,0,6,1,0,89
571,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,206,5,5,8,1,0,50,1,0,11,1,0,20,1,0,5,1,0,7,1,0,13,1,0,6,1,0,8,1,0,78
6,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,292,5,5,12,1,0,55,1,0,13,2,0,83,1,0,13,5,0,11,2,0,4,5,0,7,1,0,15,1,0,79
762,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,235,6,6,9,1,0,48,1,0,26,1,0,27,1,0,3,1,0,25,1,0,15,1,0,9,1,0,20,1,0,53
778,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,248,3,3,11,1,0,45,1,0,26,1,0,22,1,0,16,1,0,14,1,0,9,1,0,10,1,0,14,1,0,81
930,Adem,Şeker,male,turkish,40,qwen3-8b,Qwen/Qwen3-8B,10,357,5,5,13,1,0,53,1,0,28,1,0,118,1,0,28,1,0,6,1,0,18,1,0,11,1,0,8,1,0,74
1416,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,418,4,4,4,1,0,94,1,0,43,1,0,129,1,0,12,1,0,31,1,0,10,1,0,9,1,0,20,1,0,66
1485,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,189,4,4,9,1,0,43,1,0,10,1,0,46,1,0,5,1,0,6,2,0,6,1,0,6,1,0,10,1,0,48
1665,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,361,5,5,8,1,0,64,1,0,27,1,0,58,1,0,32,6,6,13,4,4,6,1,0,25,1,0,27,1,0,101
1737,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,311,5,5,12,1,0,66,1,0,14,1,0,80,1,0,37,13,0,14,3,0,11,1,0,8,1,0,4,1,0,65
176,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,365,5,5,11,1,0,65,1,0,33,1,0,52,1,0,20,1,0,43,1,0,27,1,0,18,1,0,12,1,0,84
1871,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,328,4,4,7,1,0,52,1,0,12,1,0,105,1,0,24,1,0,16,1,0,19,1,0,13,1,0,8,1,0,72
1885,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,311,5,5,10,1,0,49,1,0,15,3,0,113,2,0,18,8,8,8,2,0,6,1,0,9,1,0,8,1,0,75
201,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,458,4,4,11,1,0,60,1,0,22,4,0,171,2,0,17,1,0,68,3,3,3,1,0,28,1,0,14,1,0,64
2100,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,279,3,3,11,1,0,39,7,0,15,3,0,86,2,0,16,7,0,15,4,4,4,5,0,10,1,0,14,1,0,69
2147,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,251,6,6,12,1,0,33,1,0,15,3,0,83,3,0,15,6,0,16,2,0,6,1,0,10,1,0,5,1,0,56
2168,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,371,5,5,9,1,0,62,1,0,12,1,0,94,1,0,19,1,0,17,1,0,8,1,0,9,1,0,14,1,0,127
2173,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,308,5,5,10,1,0,45,1,0,29,3,0,88,2,0,22,10,0,14,2,0,4,1,0,7,1,0,6,1,0,83
221,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,306,5,5,10,1,0,39,1,0,27,1,0,89,1,0,16,1,0,38,1,0,11,1,0,9,1,0,10,1,0,57
2566,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,411,4,4,9,1,0,61,1,0,25,1,0,113,1,0,33,1,0,27,1,0,12,1,0,22,1,0,9,1,0,100
2589,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,351,5,5,11,1,0,43,1,0,21,4,0,128,2,0,15,12,0,24,4,0,14,1,0,10,1,0,12,1,0,73
2660,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,262,3,3,4,1,0,57,1,0,26,1,0,44,1,0,14,8,0,19,3,0,12,1,0,12,1,0,10,1,0,64
2793,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,272,4,4,7,1,0,44,1,0,25,1,0,72,1,0,19,1,0,5,2,0,8,1,0,7,1,0,7,1,0,78
2795,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,532,5,5,10,1,0,63,1,0,67,3,0,172,3,0,29,1,0,15,2,0,9,1,0,20,1,0,11,1,0,136
2860,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,336,5,5,8,1,0,51,7,0,14,3,0,110,2,0,15,7,0,17,3,0,10,5,0,21,1,0,8,1,0,82
2927,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,326,5,5,11,1,0,76,1,0,26,1,0,59,1,0,7,10,0,14,4,0,8,1,0,16,1,0,15,1,0,94
307,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,267,5,5,10,1,0,85,1,0,25,1,0,13,1,0,5,1,0,17,3,3,3,1,0,13,1,0,22,1,0,74
3131,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,335,5,5,9,1,0,67,1,0,31,3,0,97,2,0,8,9,0,19,5,5,5,1,0,11,1,0,11,1,0,77
377,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,381,5,5,11,1,0,96,1,0,36,1,0,60,1,0,17,1,0,19,1,0,10,1,0,9,1,0,20,1,0,103
465,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,351,3,3,9,1,0,62,1,0,33,3,0,117,1,0,11,8,0,26,3,0,11,1,0,11,1,0,11,1,0,60
528,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,322,4,4,8,1,0,51,1,0,29,1,0,85,1,0,28,7,0,21,4,0,15,1,0,10,1,0,6,1,0,69
571,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,460,5,5,9,1,0,43,1,0,22,3,0,170,1,0,14,8,0,21,4,0,18,1,0,10,1,0,14,1,0,139
6,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,201,4,4,12,1,0,37,1,0,10,1,0,33,1,0,13,8,0,9,2,0,4,1,0,4,1,0,14,1,0,65
762,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,405,6,6,9,1,0,76,1,0,102,1,0,37,1,0,4,1,0,61,1,0,10,1,0,28,1,0,20,1,0,58
778,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,314,5,5,10,1,0,55,1,0,49,1,0,49,1,0,19,1,0,22,1,0,9,1,0,9,1,0,11,1,0,81
930,Ahmet,Akay,male,turkish,38,qwen3-8b,Qwen/Qwen3-8B,10,418,5,5,12,1,0,49,1,0,28,1,0,122,1,0,40,6,0,15,5,0,18,1,0,12,1,0,16,1,0,106
1416,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,362,7,7,11,1,0,59,1,0,63,1,0,46,1,0,5,1,0,45,1,0,19,1,0,8,1,0,35,1,0,71
1485,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,337,4,4,11,1,0,57,1,0,31,2,0,85,2,0,17,1,0,31,2,0,6,1,0,18,1,0,3,1,0,78
1665,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,519,3,3,10,1,0,74,1,0,36,1,0,149,1,0,29,1,0,70,1,0,19,1,0,27,1,0,18,1,0,87
1737,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,309,5,5,13,1,0,45,1,0,15,1,0,72,1,0,18,1,0,22,1,0,12,1,0,11,1,0,15,1,0,86
176,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,272,5,5,8,1,0,51,1,0,37,1,0,36,1,0,2,1,0,17,7,7,19,1,0,12,1,0,20,1,0,70
1871,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,209,3,3,5,1,0,33,1,0,9,1,0,35,1,0,10,5,0,24,4,0,14,1,0,9,1,0,12,1,0,58
1885,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,264,4,4,9,1,0,41,1,0,30,1,0,72,1,0,14,15,0,34,2,0,6,1,0,5,1,0,9,1,0,44
201,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,260,3,3,8,1,0,52,1,0,19,1,0,56,1,0,27,10,0,13,2,0,9,1,0,16,1,0,9,1,0,51
2100,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,254,5,5,11,1,0,40,1,0,12,1,0,76,1,0,20,10,0,24,4,4,11,1,0,10,1,0,6,1,0,44
2147,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,357,4,4,9,1,0,75,1,0,35,2,0,86,3,0,21,1,0,19,1,0,7,1,0,15,1,0,5,1,0,85
2168,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,282,5,5,10,1,0,40,1,0,28,2,0,87,2,0,18,3,3,16,4,4,8,1,0,5,1,0,2,1,0,68
2173,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,454,5,5,7,1,0,68,1,0,48,3,0,142,3,0,40,8,0,41,2,0,9,1,0,15,1,0,11,1,0,73
221,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,428,5,5,8,1,0,54,1,0,29,1,0,161,1,0,13,1,0,42,1,0,11,1,0,17,1,0,8,1,0,85
2566,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,303,4,4,9,1,0,57,1,0,34,2,0,57,1,0,10,9,0,12,3,0,12,1,0,5,1,0,17,1,0,90
2589,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,459,5,5,10,1,0,47,1,0,50,4,0,146,3,0,36,10,0,40,4,0,14,1,0,20,1,0,11,1,0,85
2660,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,277,5,5,8,1,0,50,1,0,10,1,0,75,1,0,13,7,0,8,3,0,6,1,0,10,1,0,15,1,0,82
2793,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,439,3,3,13,1,0,62,1,0,85,1,0,107,1,0,17,1,0,19,1,0,13,1,0,18,1,0,10,1,0,95
2795,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,277,5,5,8,1,0,67,1,0,13,1,0,61,1,0,22,9,0,13,2,0,7,1,0,17,1,0,11,1,0,58
2860,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,314,6,6,13,1,0,49,1,0,29,3,0,94,1,0,7,8,0,13,3,0,6,5,0,16,1,0,6,1,0,81
2927,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,211,3,3,12,1,0,46,1,0,9,1,0,33,1,0,15,7,0,18,4,0,8,1,0,14,1,0,12,1,0,44
307,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,270,6,6,14,1,0,54,1,0,18,1,0,45,1,0,3,1,0,18,1,0,15,1,0,13,1,0,15,1,0,75
3131,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,265,5,5,8,1,0,41,1,0,20,1,0,58,1,0,15,9,0,16,5,0,24,1,0,11,1,0,15,1,0,57
377,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,398,3,3,13,1,0,75,1,0,68,2,0,93,3,0,17,15,0,37,3,0,10,1,0,5,1,0,6,1,0,74
465,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,361,5,5,6,1,0,67,1,0,33,2,0,90,1,0,8,8,0,24,3,0,8,1,0,16,1,0,16,1,0,93
528,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,218,4,4,7,1,0,35,1,0,10,1,0,34,1,0,14,7,0,18,4,0,11,1,0,11,1,0,8,1,0,70
571,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,277,5,5,11,1,0,39,1,0,11,3,0,100,2,0,16,9,0,10,4,4,10,1,0,9,1,0,9,1,0,62
6,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,273,4,4,10,1,0,48,1,0,10,2,0,62,1,0,9,6,0,8,2,0,4,4,0,10,1,0,24,1,0,88
762,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,261,5,5,9,1,0,35,1,0,47,1,0,28,1,0,3,1,0,25,1,0,8,1,0,14,1,0,21,1,0,71
778,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,210,7,7,21,1,0,57,1,0,28,1,0,13,1,0,1,1,0,12,1,0,6,1,0,6,1,0,13,1,0,53
930,Angelika,Kohl,female,german,19,qwen3-8b,Qwen/Qwen3-8B,10,280,4,4,7,1,0,59,1,0,28,1,0,54,1,0,26,1,0,19,1,0,18,1,0,9,1,0,7,1,0,53
1416,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,345,5,5,9,1,0,52,1,0,15,3,0,116,3,0,33,1,0,13,3,3,10,1,0,11,1,0,20,1,0,66
1485,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,235,4,4,8,1,0,44,1,0,14,1,0,43,1,0,7,1,0,20,1,0,5,1,0,11,1,0,7,1,0,76
1665,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,437,5,5,11,1,0,63,1,0,31,3,0,122,3,0,30,11,0,47,4,0,12,1,0,8,1,0,29,1,0,84
1737,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,259,3,3,7,1,0,40,1,0,15,1,0,75,1,0,12,1,0,14,1,0,11,1,0,10,1,0,14,1,0,61
176,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,374,3,3,11,1,0,80,10,0,32,3,0,105,2,0,16,5,0,13,7,0,14,6,0,13,1,0,12,1,0,78
1871,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,262,6,6,7,1,0,39,7,0,37,9,0,9,3,0,4,15,0,33,4,0,33,1,0,16,1,0,22,1,0,62
1885,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,388,5,5,9,1,0,61,1,0,29,2,0,96,2,0,23,10,0,14,2,0,4,1,0,30,1,0,9,1,0,113
201,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,337,3,3,10,1,0,54,1,0,24,1,0,115,1,0,22,1,0,25,1,0,4,1,0,7,1,0,13,1,0,63
2100,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,242,5,5,11,1,0,43,1,0,12,1,0,39,1,0,7,9,0,34,4,4,11,1,0,11,1,0,15,1,0,59
2147,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,238,4,4,9,1,0,42,1,0,37,1,0,51,1,0,7,1,0,11,1,0,4,1,0,10,1,0,6,1,0,61
2168,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,159,5,5,7,1,0,36,1,0,10,1,0,27,1,0,7,1,0,5,1,0,8,1,0,5,1,0,4,1,0,50
2173,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,3,118,6,6,19,1,1,50,5,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,442,5,5,8,1,0,66,1,0,72,1,0,107,1,0,23,1,0,14,1,0,11,1,0,10,1,0,9,1,0,122
2566,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,368,4,4,13,1,0,50,1,0,17,3,0,119,2,0,20,10,0,15,3,0,6,1,0,13,1,0,9,1,0,106
2589,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,296,5,5,12,1,0,59,1,0,29,1,0,45,1,0,28,11,0,29,4,0,8,1,0,7,1,0,7,1,0,72
2660,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,307,5,5,9,1,0,49,1,0,13,1,0,94,1,0,14,15,0,17,3,0,12,1,0,11,1,0,15,1,0,73
2793,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,2,424,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,212,7,7,24,1,1,45,1,1,11,1,1,30,1,1,5,1,1,11,1,1,4,1,1,6,1,1,10,1,1,66
2860,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,249,5,5,10,1,1,37,1,1,24,1,1,40,1,1,11,1,1,14,1,1,9,1,1,13,1,1,12,1,1,79
2927,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,388,3,3,5,1,0,75,1,0,61,1,0,41,1,0,1,1,0,61,1,0,20,1,0,22,1,0,9,1,0,93
307,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,340,4,4,10,1,0,56,1,0,14,3,0,102,2,0,17,9,0,10,3,3,3,1,0,9,1,0,13,1,0,106
3131,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,334,5,5,8,1,0,47,1,0,75,2,0,58,2,0,8,11,0,23,5,5,21,1,0,6,1,0,11,1,0,77
377,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,306,6,6,10,1,0,67,1,0,46,1,0,50,1,0,4,1,0,23,1,0,12,1,0,14,1,0,12,1,0,68
465,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,336,3,3,9,1,0,40,1,0,33,3,0,91,2,0,19,9,0,56,3,0,8,1,0,6,1,0,10,1,0,64
528,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,283,4,4,6,1,0,47,1,0,20,1,0,37,1,0,11,7,0,34,4,0,16,1,0,27,1,0,12,1,0,73
571,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,528,5,5,9,1,0,54,1,0,212,1,0,76,1,0,22,9,0,20,4,0,12,1,0,15,1,0,9,1,0,99
6,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,213,3,3,7,1,0,33,1,0,10,2,0,52,2,0,13,7,0,14,2,0,4,1,0,5,1,0,11,1,0,64
762,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,300,5,5,8,1,0,57,1,0,13,3,0,95,2,0,16,1,0,10,1,0,10,1,0,10,1,0,13,1,0,68
778,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,190,5,5,8,1,0,44,1,0,11,1,0,37,1,0,17,9,0,10,2,0,4,1,0,7,1,0,6,1,0,46
930,Britta,Kern,female,german,7,qwen3-8b,Qwen/Qwen3-8B,10,298,6,6,12,1,0,50,1,0,28,1,0,50,1,0,4,17,0,40,5,0,28,1,0,12,1,0,14,1,0,60
1416,Cansu,Turan,female,turkish,25,qwen3-8b,Qwen/Qwen3-8B,10,315,3,3,8,1,0,53,1,0,42,3,0,83,3,0,20,10,0,15,2,0,4,1,0,12,1,0,4,1,0,74
1485,Cansu,Turan,female,turkish,25,qwen3-8b,Qwen/Qwen3-8B,10,220,6,6,19,1,0,65,1,0,11,1,0,38,1,0,1,10,0,10,2,0,4,1,0,9,1,0,7,1,0,56
1665,Cansu,Turan,female,turkish,25,qwen3-8b,Qwen/Qwen3-8B,10,439,4,4,8,1,0,33,1,0,23,1,0,127,1,0,36,1,0,66,1,0,8,1,0,23,1,0,26,1,0,89
1737,Cansu,Turan,female,turkish,25,qwen3-8b,Qwen/Qwen3-8B,10,296,4,4,10,1,0,62,1,0,28,2,0,76,2,0,14,8,0,13,3,0,11,1,0,10,1,0,7,1,0,65
