profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,num_top_keys,cv_total_words,k01_persoenliche_daten_num_items,k01_persoenliche_daten_num_subkeys,k01_persoenliche_daten_num_words,k02_profil_num_items,k02_profil_num_subkeys,k02_profil_num_words,k03_faehigkeiten_num_items,k03_faehigkeiten_num_subkeys,k03_faehigkeiten_num_words,k04_berufserfahrung_num_items,k04_berufserfahrung_num_subkeys,k04_berufserfahrung_num_words,k05_ausbildung_num_items,k05_ausbildung_num_subkeys,k05_ausbildung_num_words,k06_skills_num_items,k06_skills_num_subkeys,k06_skills_num_words,k07_sprachen_num_items,k07_sprachen_num_subkeys,k07_sprachen_num_words,k08_interessen_num_items,k08_interessen_num_subkeys,k08_interessen_num_words,k09_angestrebte_position_num_items,k09_angestrebte_position_num_subkeys,k09_angestrebte_position_num_words,k10_cover_letter_snippet_num_items,k10_cover_letter_snippet_num_subkeys,k10_cover_letter_snippet_num_words
377,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,552,6,6,13,1,0,70,7,7,112,3,0,124,3,0,33,5,5,24,3,0,11,5,0,13,1,0,57,1,0,95
465,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,434,6,6,11,1,0,60,3,3,62,3,0,104,2,0,22,5,5,29,3,0,12,5,0,7,1,0,44,1,0,83
528,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,557,6,6,11,1,0,63,3,3,50,3,0,126,3,0,41,6,6,69,4,4,12,4,0,12,8,8,73,1,0,100
571,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,414,6,6,11,1,0,65,5,5,20,3,0,129,1,0,15,8,8,40,4,4,10,4,0,6,7,7,38,1,0,80
6,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,310,6,6,10,1,0,77,2,0,12,1,0,23,1,0,9,5,5,27,2,0,8,3,0,4,6,6,33,1,0,107
762,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,354,2,2,4,1,0,58,15,0,32,2,0,61,2,0,12,3,3,26,3,0,11,4,0,7,5,5,46,1,0,97
778,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,414,7,7,13,1,0,65,14,0,18,3,0,120,3,0,21,3,3,45,3,3,7,4,0,14,1,0,24,1,0,87
930,Adem,Şeker,male,turkish,40,google-gemini,gemini-2.5-flash-lite,10,462,5,5,12,1,0,50,7,0,52,3,0,105,3,0,34,2,2,29,5,0,18,4,0,12,7,7,85,1,0,65
1416,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,337,5,5,10,1,0,51,3,3,37,3,0,79,3,0,28,2,2,22,2,0,8,3,0,7,1,0,19,1,0,76
1485,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,431,6,6,11,1,0,60,10,0,23,3,0,141,1,0,13,2,2,33,2,0,7,4,0,7,1,0,49,1,0,87
1665,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,485,6,6,11,1,0,61,11,0,69,3,0,133,3,0,27,2,2,58,4,4,12,4,0,12,1,0,40,1,0,62
1737,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,448,6,6,15,1,0,75,10,0,19,2,0,90,3,0,24,8,8,67,3,0,12,4,0,9,1,0,55,1,0,82
176,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,432,6,6,11,1,0,71,3,3,47,3,0,92,2,0,25,3,3,20,7,0,28,5,0,10,6,6,48,1,0,80
1871,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,375,5,5,10,1,0,44,8,0,14,3,0,94,3,0,22,3,3,56,4,0,16,4,0,12,1,0,35,1,0,72
1885,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,431,5,5,10,1,0,72,14,0,53,3,0,116,2,0,18,4,4,38,2,2,6,3,0,8,5,5,41,1,0,69
201,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,390,6,6,11,1,0,52,8,0,22,3,0,85,2,0,29,3,3,35,2,0,8,3,0,19,1,0,35,1,0,94
2100,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,411,6,6,12,1,0,56,1,0,25,3,0,105,2,0,16,5,5,29,4,0,16,4,0,8,1,0,54,1,0,90
2147,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,319,6,6,13,1,0,47,11,0,22,2,0,63,3,0,33,2,2,25,2,0,7,4,0,8,1,0,46,1,0,55
2168,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,353,6,6,11,1,0,46,11,0,17,2,0,72,2,0,21,3,3,31,4,0,16,4,0,5,1,0,34,1,0,100
2173,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,493,6,6,11,1,0,56,11,0,17,3,0,94,2,0,18,3,3,99,2,2,6,7,0,18,10,10,82,1,0,92
221,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,343,5,5,10,1,0,54,14,0,20,3,0,116,1,0,11,4,4,21,2,0,6,4,0,6,5,5,46,1,0,53
2566,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,384,3,3,30,1,0,55,11,0,16,1,0,42,1,0,10,4,4,38,3,0,14,4,0,7,8,8,50,1,0,122
2589,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,400,6,6,11,1,0,77,9,0,27,2,0,81,2,0,23,4,4,25,4,0,16,3,0,13,3,3,41,1,0,86
2660,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,418,6,6,11,1,0,55,2,2,60,2,0,73,2,0,20,4,4,18,3,3,9,4,0,17,8,8,63,1,0,92
2793,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,480,4,4,8,1,0,71,3,3,69,3,0,100,2,0,20,3,3,27,2,0,6,4,0,9,6,6,74,1,0,96
2795,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,358,6,6,13,1,0,58,9,0,19,2,0,84,3,0,35,3,3,33,2,0,8,4,0,15,1,0,26,1,0,67
2860,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,435,3,3,5,1,0,66,12,0,34,2,0,85,1,0,13,4,4,53,3,3,9,3,0,5,8,8,65,1,0,100
2927,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,451,6,6,11,1,0,68,17,0,53,3,0,90,2,0,14,3,3,38,4,0,20,4,0,16,1,0,53,1,0,88
307,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,429,3,3,4,1,0,68,6,0,14,3,0,103,1,0,17,9,9,73,3,0,15,3,0,8,5,5,42,1,0,85
3131,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,456,6,6,10,1,0,63,13,0,50,2,0,96,2,0,31,6,6,40,5,0,20,3,0,8,1,0,36,1,0,102
377,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,9,448,6,6,13,1,0,78,0,0,0,3,0,123,3,0,37,3,3,54,3,0,11,4,0,10,1,0,35,1,0,87
465,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,406,6,6,13,1,0,78,4,0,68,3,0,76,1,0,10,2,2,22,3,0,9,4,0,7,1,0,54,1,0,69
528,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,466,6,6,12,1,0,60,7,7,11,3,0,124,3,0,30,9,9,88,4,4,12,3,0,14,1,0,36,1,0,79
571,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,490,6,6,11,1,0,63,11,0,21,3,0,135,1,0,11,9,9,74,4,4,12,4,0,13,1,0,44,1,0,106
6,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,313,6,6,12,1,0,56,11,0,17,2,0,51,1,0,11,4,4,20,2,0,8,4,0,10,4,4,31,1,0,97
762,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,421,7,7,12,1,0,60,3,3,59,2,0,56,2,0,16,2,2,25,3,0,12,4,0,14,3,3,101,1,0,66
778,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,326,6,6,13,1,0,68,3,3,32,3,0,61,2,0,18,4,4,6,2,2,6,4,0,7,1,0,42,1,0,73
930,Ahmet,Akay,male,turkish,38,google-gemini,gemini-2.5-flash-lite,10,619,6,6,11,1,0,79,15,0,45,3,0,135,3,0,31,2,2,76,5,0,20,5,0,10,8,8,123,1,0,89
1416,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,283,5,5,12,1,0,54,10,0,23,2,0,60,3,0,30,4,4,16,2,0,8,4,0,10,1,0,29,1,0,41
1485,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,338,3,3,6,1,0,58,10,0,19,3,0,98,1,0,12,4,4,35,2,0,8,3,0,10,4,4,28,1,0,64
1665,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,472,6,6,10,1,0,74,12,0,38,3,0,91,4,0,42,4,4,60,4,0,16,4,0,9,3,3,72,1,0,60
1737,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,305,6,6,11,1,0,55,10,0,23,2,0,74,3,0,30,6,6,9,3,3,9,3,0,13,1,0,28,1,0,53
176,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,409,3,3,12,1,0,48,10,0,37,3,0,75,2,0,30,4,4,62,7,0,28,5,0,13,1,0,32,1,0,72
1871,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,408,5,5,11,1,0,47,17,0,37,3,0,107,3,0,26,11,11,19,4,0,16,3,0,15,2,2,58,1,0,72
1885,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,486,5,5,12,1,0,67,1,0,52,3,0,104,2,0,19,3,3,68,2,0,8,4,0,13,7,7,52,1,0,91
201,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,432,3,3,11,1,0,55,3,0,42,2,0,81,2,0,26,4,4,37,2,0,7,4,0,8,2,2,83,1,0,82
2100,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,391,6,6,13,1,0,63,10,0,22,3,0,89,3,0,34,3,3,23,4,0,16,4,0,11,1,0,51,1,0,69
2147,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,412,5,5,9,1,0,54,13,0,23,3,0,85,3,0,28,4,4,39,2,0,8,4,0,6,1,0,46,1,0,114
2168,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,353,3,3,4,1,0,44,1,0,24,3,0,92,2,0,18,3,3,23,4,0,16,4,0,9,1,0,32,1,0,91
2173,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,348,6,6,11,1,0,48,10,0,17,3,0,88,2,0,17,3,3,39,2,0,8,4,0,18,6,6,22,1,0,80
221,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,364,2,2,4,1,0,54,16,0,39,2,0,80,1,0,10,4,4,45,2,0,9,3,0,5,2,2,45,1,0,73
2566,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,404,5,5,10,1,0,49,3,3,38,3,0,102,2,0,24,3,3,35,3,0,9,4,0,11,7,7,50,1,0,76
2589,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,405,3,3,11,1,0,67,5,0,22,2,0,57,2,0,21,3,3,43,4,0,16,5,0,10,6,6,42,1,0,116
2660,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,385,6,6,10,1,0,63,2,2,28,3,0,96,2,0,19,5,5,15,3,0,9,4,0,10,8,8,62,1,0,73
2793,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,329,3,3,4,1,0,56,1,0,39,3,0,62,2,0,8,4,4,52,3,3,9,1,0,2,1,0,42,1,0,55
2795,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,446,5,5,9,1,0,75,13,0,20,3,0,108,4,0,36,4,4,55,2,0,8,5,0,12,1,0,45,1,0,78
2860,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,306,3,3,5,1,0,49,1,0,25,3,0,97,1,0,12,11,11,22,3,0,10,1,0,6,1,0,29,1,0,51
2927,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,462,6,6,11,1,0,65,4,4,50,3,0,113,2,0,24,5,5,34,4,0,11,5,0,20,1,0,42,1,0,92
307,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,423,6,6,12,1,0,50,16,0,26,3,0,89,1,0,10,9,9,86,3,0,15,4,0,11,8,8,38,1,0,86
3131,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,479,3,3,6,1,0,70,7,7,143,2,0,61,3,0,31,4,4,32,5,5,15,4,0,7,6,6,26,1,0,88
377,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,417,3,3,4,1,0,85,7,7,54,3,0,92,3,0,22,5,5,28,3,0,9,4,0,10,1,0,43,1,0,70
465,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,377,2,2,4,1,0,60,9,0,54,3,0,104,1,0,14,3,3,29,3,0,12,4,0,7,1,0,34,1,0,59
528,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,464,6,6,11,1,0,68,2,2,40,3,0,90,3,0,31,4,4,35,4,0,16,4,0,10,2,2,69,1,0,94
571,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,427,3,3,7,1,0,53,5,5,20,3,0,126,1,0,12,8,8,48,4,0,16,4,0,10,2,2,58,1,0,77
6,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,265,6,6,13,1,0,50,3,3,16,1,0,39,1,0,13,2,2,11,2,0,8,3,0,4,7,7,31,1,0,80
762,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,346,6,6,10,1,0,71,3,3,43,2,0,49,3,0,31,2,2,25,3,0,12,4,0,15,5,5,37,1,0,53
778,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,349,3,3,6,1,0,66,1,0,20,3,0,75,2,0,17,3,3,27,3,3,7,1,0,21,1,0,37,1,0,73
930,Angelika,Kohl,female,german,19,google-gemini,gemini-2.5-flash-lite,10,507,6,6,13,1,0,70,15,0,42,3,0,110,3,0,32,3,3,65,5,0,20,4,0,11,6,6,62,1,0,82
1416,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,357,6,6,13,1,0,52,8,0,26,2,0,91,3,0,27,4,4,39,2,0,8,4,0,14,1,0,28,1,0,59
1485,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,328,5,5,10,1,0,51,10,0,22,3,0,107,1,0,10,3,3,29,2,0,6,3,0,8,1,0,36,1,0,49
1665,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,520,6,6,13,1,0,66,3,3,115,3,0,77,3,0,29,4,4,23,4,0,16,5,0,13,8,8,64,1,0,104
1737,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,332,5,5,12,1,0,54,11,0,22,3,0,98,3,0,33,10,10,19,3,0,9,4,0,8,1,0,28,1,0,49
176,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,402,6,6,12,1,0,67,11,11,26,3,0,83,2,0,26,4,4,36,7,7,21,4,0,9,7,7,45,1,0,77
1871,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,392,6,6,11,1,0,53,13,0,34,3,0,90,3,0,27,10,10,14,4,0,16,4,0,8,1,0,41,1,0,98
1885,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,418,6,6,13,1,0,76,16,0,47,3,0,109,2,0,26,3,3,31,2,0,8,4,0,13,1,0,17,1,0,78
201,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,316,6,6,13,1,0,46,1,0,16,3,0,97,2,0,22,9,9,9,2,2,6,1,0,12,1,0,26,1,0,69
2100,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,424,6,6,12,1,0,66,10,0,21,3,0,113,2,0,14,3,3,37,4,0,15,4,0,18,1,0,43,1,0,85
2147,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,389,6,6,11,1,0,64,14,0,26,2,0,65,3,0,23,5,5,64,2,0,8,3,0,14,5,5,49,1,0,65
2168,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,284,5,5,12,1,0,70,18,0,34,2,0,50,2,0,16,2,2,11,4,0,16,3,0,6,1,0,31,1,0,38
2173,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,368,5,5,11,1,0,36,2,2,26,3,0,107,2,0,16,2,2,26,2,0,8,4,0,10,1,0,51,1,0,77
221,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,317,2,2,4,1,0,48,9,0,25,3,0,122,1,0,11,10,10,13,2,2,6,3,0,6,1,0,34,1,0,48
2566,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,409,3,3,15,1,0,72,13,0,30,2,0,64,2,0,25,2,2,32,3,0,12,5,0,9,9,9,39,1,0,111
2589,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,372,6,6,11,1,0,60,9,0,23,2,0,69,2,0,26,4,4,33,4,0,16,4,0,5,8,8,49,1,0,80
2660,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,371,4,4,8,1,0,60,11,0,13,3,0,100,2,0,20,2,2,35,3,0,10,4,0,10,1,0,39,1,0,76
2793,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,374,6,6,10,1,0,45,1,0,31,3,0,129,2,0,25,5,5,31,2,0,6,1,0,15,1,0,36,1,0,46
2795,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,360,6,6,9,1,0,52,7,0,11,3,0,94,3,0,32,3,3,24,2,0,8,3,0,8,1,0,30,1,0,92
2860,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,441,3,3,8,1,0,50,2,2,69,3,0,98,1,0,12,3,3,47,3,0,9,4,0,6,1,0,46,1,0,96
2927,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,435,6,6,11,1,0,71,3,3,25,3,0,122,1,0,10,5,5,42,4,0,20,3,0,7,6,6,56,1,0,71
307,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,365,6,6,11,1,0,55,4,4,20,3,0,104,1,0,13,5,5,40,3,0,15,3,0,10,1,0,36,1,0,61
3131,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,428,6,6,11,1,0,59,1,0,40,3,0,100,2,0,21,2,2,38,5,5,15,1,0,15,1,0,35,1,0,94
377,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,505,6,6,13,1,0,93,3,3,77,3,0,111,3,0,35,5,5,44,3,0,9,4,0,14,1,0,38,1,0,71
465,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,402,5,5,11,1,0,61,15,0,49,3,0,67,2,0,18,9,9,17,3,0,11,4,0,11,1,0,48,1,0,109
528,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,529,6,6,13,1,0,65,3,3,51,3,0,123,3,0,46,5,5,49,4,4,12,4,0,17,8,8,83,1,0,70
571,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,481,3,3,13,1,0,58,3,3,52,3,0,111,1,0,21,1,1,19,4,0,16,3,0,9,1,0,38,1,0,144
6,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,388,6,6,13,1,0,51,13,0,20,2,0,86,1,0,13,2,2,15,2,0,8,4,0,7,2,2,69,1,0,106
762,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,380,6,6,10,1,0,58,11,0,28,2,0,83,2,0,19,2,2,21,3,0,12,3,0,13,1,0,60,1,0,76
778,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,335,6,6,13,1,0,55,4,4,34,3,0,95,2,0,20,7,7,11,2,0,8,4,0,6,1,0,44,1,0,49
930,Britta,Kern,female,german,7,google-gemini,gemini-2.5-flash-lite,10,540,8,8,14,1,0,72,14,0,42,3,0,114,3,0,36,2,2,73,5,0,18,4,0,10,8,8,90,1,0,71
1416,Cansu,Turan,female,turkish,25,google-gemini,gemini-2.5-flash-lite,10,342,5,5,11,1,0,54,10,0,20,3,0,96,3,0,23,3,3,32,3,3,7,4,0,7,1,0,35,1,0,57
1485,Cansu,Turan,female,turkish,25,google-gemini,gemini-2.5-flash-lite,10,397,6,6,10,1,0,59,6,0,23,3,0,102,1,0,11,5,5,37,2,0,8,4,0,14,5,5,37,1,0,96
1665,Cansu,Turan,female,turkish,25,google-gemini,gemini-2.5-flash-lite,10,588,3,3,5,1,0,66,4,4,132,3,0,118,3,0,30,4,4,40,4,0,16,5,0,8,8,8,78,1,0,95
1737,Cansu,Turan,female,turkish,25,google-gemini,gemini-2.5-flash-lite,10,294,3,3,6,1,0,52,1,0,13,2,0,66,3,0,30,7,7,28,3,0,11,3,0,19,1,0,29,1,0,40
176,Cansu,Turan,female,turkish,25,google-gemini,gemini-2.5-flash-lite,10,483,6,6,12,1,0,61,3,3,66,3,0,100,2,0,29,4,4,36,7,0,28,5,0,14,1,0,46,1,0,91
1871,Cansu,Turan,female,turkish,25,google-gemini,gemini-2.5-flash-lite,10,337,6,6,10,1,0,57,19,0,22,3,0,67,3,0,31,7,7,20,4,0,15,4,0,16,1,0,31,1,0,68
