"model_key","model_label","profile_id","name_ID","name_type","first_name","last_name","gender","ethnicity","provider","model","total_tokens","num_nouns","num_verbs","num_adjectives","num_adverbs","num_pronouns","num_numerals","num_top_keys","cv_total_words","k01_persoenliche_daten_num_items","k01_persoenliche_daten_num_subkeys","k01_persoenliche_daten_num_words","k02_profil_num_words","k03_faehigkeiten_num_items","k03_faehigkeiten_num_subkeys","k03_faehigkeiten_num_words","k04_berufserfahrung_num_items","k04_berufserfahrung_num_words","k05_ausbildung_num_items","k05_ausbildung_num_words","k06_skills_num_items","k06_skills_num_subkeys","k06_skills_num_words","k07_sprachen_num_items","k07_sprachen_num_subkeys","k07_sprachen_num_words","k08_interessen_num_items","k08_interessen_num_words","k09_angestrebte_position_num_items","k09_angestrebte_position_num_subkeys","k09_angestrebte_position_num_words","k10_cover_letter_snippet_num_items","k10_cover_letter_snippet_num_words","agentic_count","communal_count","certainty_count","tentative_count"
"qwen4B","Qwen 4B",2173,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",225,81,6,15,9,7,1,10,216,7,7,9,30,5,5,8,4,44,2,6,10,0,14,3,3,5,6,16,1,0,9,1,75,2,8,0,2
"qwen4B","Qwen 4B",221,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",539,160,22,34,15,19,5,10,416,7,7,10,72,1,0,127,1,20,1,1,1,0,14,2,0,4,1,53,1,0,46,1,69,9,10,8,3
"qwen4B","Qwen 4B",2566,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",234,73,6,16,7,6,0,10,197,3,3,3,49,3,3,16,3,14,2,11,2,2,11,3,3,11,4,13,1,0,7,1,62,1,5,1,5
"qwen4B","Qwen 4B",2589,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",439,132,13,19,9,11,0,10,342,3,3,3,49,1,0,35,1,64,1,4,1,0,30,1,0,34,1,23,1,0,44,1,56,3,8,6,6
"qwen4B","Qwen 4B",2660,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",403,119,15,19,20,16,3,10,339,2,2,2,55,1,0,19,1,9,1,3,1,0,38,1,0,16,1,73,1,0,32,1,92,2,17,9,7
"qwen4B","Qwen 4B",2793,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",203,59,4,8,2,4,0,10,194,2,2,2,35,8,8,8,4,29,2,14,8,0,18,3,3,7,6,12,1,0,6,1,63,0,1,0,0
"qwen4B","Qwen 4B",2795,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",239,72,9,16,3,8,0,10,204,4,4,5,66,10,10,10,6,13,4,7,3,3,15,3,3,6,2,10,1,0,12,1,60,1,5,1,2
"qwen4B","Qwen 4B",2860,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",456,148,14,29,8,12,8,10,396,4,4,3,71,5,5,35,2,118,2,16,16,0,19,3,0,16,9,25,1,0,8,1,85,2,34,2,3
"qwen4B","Qwen 4B",2927,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",287,81,3,21,2,7,2,10,247,6,6,8,37,3,3,20,3,34,2,20,7,0,18,4,4,16,5,13,1,0,20,1,61,5,8,0,1
"qwen4B","Qwen 4B",307,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",194,47,11,9,8,10,1,10,176,3,3,4,67,10,10,10,4,12,2,6,7,7,7,3,3,3,5,5,1,1,20,1,42,2,4,2,1
"qwen4B","Qwen 4B",3131,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",440,108,17,21,39,11,12,10,347,4,4,4,74,4,4,35,7,29,1,2,4,4,35,3,3,61,2,26,1,0,4,1,77,2,7,8,4
"qwen4B","Qwen 4B",377,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",763,227,20,56,17,17,2,10,597,4,4,4,277,2,2,83,2,69,2,6,2,2,19,3,3,13,0,0,1,0,19,1,107,13,12,8,15
"qwen4B","Qwen 4B",465,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",317,93,10,27,7,12,0,10,286,3,3,3,79,8,8,0,5,50,1,9,9,9,0,3,3,5,5,20,1,0,20,1,100,10,9,3,5
"qwen4B","Qwen 4B",528,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",436,106,24,34,15,17,2,10,384,5,5,4,86,4,4,43,1,31,2,14,4,4,28,4,4,8,4,30,1,0,36,1,104,9,7,8,4
"qwen4B","Qwen 4B",571,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",348,103,15,35,14,12,7,10,307,4,4,4,69,8,8,10,3,89,3,10,10,0,16,4,4,10,5,14,1,0,9,1,76,4,8,2,2
"qwen4B","Qwen 4B",6,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",336,104,19,15,8,15,2,10,293,4,4,4,67,3,3,14,2,27,4,26,3,3,20,3,3,6,2,7,7,7,43,1,79,7,11,6,8
"qwen4B","Qwen 4B",762,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",348,103,11,24,9,11,0,10,303,5,5,5,71,3,3,26,3,53,3,21,3,3,14,3,3,7,5,19,1,0,17,1,70,4,6,4,3
"qwen4B","Qwen 4B",778,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",214,59,9,15,24,7,2,10,193,4,4,3,40,8,8,11,4,17,2,14,7,7,9,3,3,5,5,14,1,0,11,1,69,1,2,0,0
"qwen4B","Qwen 4B",930,40,"Adem_Şeker","Adem","Şeker","male","turkish","qwen3-4b","Qwen/Qwen3-4B",438,110,9,39,12,7,3,10,374,6,6,11,79,1,0,37,1,45,1,26,1,0,24,1,0,28,1,26,1,0,37,1,61,3,2,0,1
"qwen4B","Qwen 4B",1416,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",381,132,6,23,5,7,1,10,302,3,3,4,38,3,3,31,2,46,1,2,2,2,44,3,3,10,2,22,2,2,38,1,67,2,13,2,4
"qwen4B","Qwen 4B",1485,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",385,118,14,26,21,19,4,10,342,4,4,3,113,10,10,14,2,62,1,12,10,0,18,3,3,5,6,16,1,0,15,1,84,10,16,2,5
"qwen4B","Qwen 4B",1665,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",435,127,5,20,7,7,4,10,319,5,5,6,35,2,2,84,3,32,2,6,2,2,23,3,3,19,2,46,1,0,9,1,59,6,10,3,0
"qwen4B","Qwen 4B",1737,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",314,94,11,26,35,9,2,10,288,7,7,10,58,10,10,16,6,61,4,13,10,10,16,3,3,10,5,8,1,0,7,1,89,2,10,4,2
"qwen4B","Qwen 4B",176,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",278,58,9,20,30,7,5,10,237,3,3,2,72,8,8,14,5,10,2,7,5,5,5,7,7,19,5,8,1,0,10,1,90,0,7,3,1
"qwen4B","Qwen 4B",1871,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",309,109,12,11,15,9,6,10,241,5,5,5,62,4,4,24,6,36,1,4,9,9,9,4,4,29,3,33,1,0,2,1,37,3,12,6,2
"qwen4B","Qwen 4B",1885,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",364,116,17,31,9,10,8,10,334,5,5,10,75,5,5,41,2,50,2,19,10,0,11,2,0,10,5,15,1,0,11,1,92,8,21,6,4
"qwen4B","Qwen 4B",201,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",410,110,22,23,23,20,2,10,350,2,2,2,86,2,2,15,2,36,1,3,3,3,13,3,3,13,1,39,2,2,76,1,67,3,18,6,9
"qwen4B","Qwen 4B",2100,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",249,69,9,16,9,11,0,10,219,4,4,4,55,8,8,0,1,40,3,0,7,7,0,4,4,8,5,0,1,0,23,1,89,3,6,2,4
"qwen4B","Qwen 4B",2147,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",216,72,11,11,3,13,7,10,196,5,5,4,22,7,7,0,2,45,2,18,7,0,10,3,3,5,6,10,1,0,7,1,75,4,8,5,2
"qwen4B","Qwen 4B",2168,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",307,85,18,16,23,16,1,10,265,6,6,10,75,3,3,14,3,26,1,4,4,4,5,4,4,29,2,6,1,0,8,1,88,2,5,6,1
"qwen4B","Qwen 4B",2173,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",312,123,8,6,7,8,1,10,292,5,5,6,8,4,4,64,5,38,3,7,2,2,59,3,3,7,2,30,4,4,17,1,56,3,9,3,2
"qwen4B","Qwen 4B",221,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",200,67,6,9,4,9,2,10,180,5,5,9,19,4,4,22,4,23,4,8,3,3,13,3,3,3,1,7,1,0,6,1,70,3,6,5,0
"qwen4B","Qwen 4B",2566,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",380,114,14,20,7,13,1,10,322,6,6,9,80,4,4,27,5,72,4,9,4,4,18,3,3,11,2,10,1,0,12,1,74,3,8,3,1
"qwen4B","Qwen 4B",2589,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",369,116,9,10,5,10,6,10,296,6,6,7,49,4,4,33,2,63,1,3,2,2,13,4,4,18,3,12,1,0,7,1,91,2,9,4,4
"qwen4B","Qwen 4B",2660,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",313,102,12,32,9,8,12,10,292,7,7,7,60,8,8,8,2,69,2,16,10,0,12,3,3,11,6,13,1,0,5,1,91,3,18,10,0
"qwen4B","Qwen 4B",2793,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",572,145,31,22,32,29,1,10,458,2,2,2,87,1,0,41,1,62,1,29,1,0,65,1,0,11,1,49,1,0,34,1,78,6,13,7,13
"qwen4B","Qwen 4B",2795,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",337,97,8,24,6,8,4,10,301,6,6,8,86,10,10,10,3,61,4,22,10,10,10,3,3,6,2,17,1,0,12,1,69,4,10,5,5
"qwen4B","Qwen 4B",2860,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",329,95,15,18,6,14,1,10,268,4,4,4,149,8,8,8,6,6,1,1,10,10,10,3,3,25,6,6,1,0,7,1,52,3,11,4,2
"qwen4B","Qwen 4B",2927,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",479,168,7,22,8,6,9,10,389,8,8,11,56,3,3,126,2,53,1,7,2,2,9,3,3,18,2,11,4,4,24,1,74,1,8,3,7
"qwen4B","Qwen 4B",307,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",285,78,10,27,9,9,0,10,227,5,5,4,87,3,3,10,3,20,2,3,15,15,0,3,3,12,2,14,1,0,11,1,66,6,3,6,0
"qwen4B","Qwen 4B",3131,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",270,76,9,9,12,7,1,10,227,4,4,4,37,8,8,8,4,31,3,8,6,6,6,5,5,10,5,5,1,0,12,1,106,1,5,2,1
"qwen4B","Qwen 4B",377,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",890,257,28,53,25,23,14,10,746,5,5,5,496,10,10,14,2,61,3,4,2,2,17,3,3,7,1,14,1,0,28,1,100,13,24,7,10
"qwen4B","Qwen 4B",465,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",426,123,21,19,6,15,0,10,338,4,4,3,85,4,4,26,1,54,2,22,3,3,23,3,3,10,2,14,1,0,19,1,82,3,7,0,10
"qwen4B","Qwen 4B",528,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",425,82,26,39,33,17,4,10,390,9,9,14,91,8,8,13,4,97,5,59,8,8,8,4,4,8,5,5,1,0,4,1,91,12,8,11,2
"qwen4B","Qwen 4B",571,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",381,106,18,36,6,17,8,10,351,7,7,9,71,10,10,0,3,101,3,13,10,0,18,4,4,14,5,10,1,0,6,1,109,4,9,0,7
"qwen4B","Qwen 4B",6,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",154,48,8,9,2,7,0,10,129,3,3,2,38,7,7,20,1,18,1,1,3,3,13,2,0,4,2,16,1,0,2,1,15,3,6,2,5
"qwen4B","Qwen 4B",762,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",462,153,8,21,13,7,0,10,362,6,6,4,108,4,4,49,2,12,1,4,4,4,76,3,3,12,1,16,1,1,23,1,58,4,16,6,7
"qwen4B","Qwen 4B",778,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",430,120,22,12,24,15,0,10,352,3,3,4,146,3,3,39,2,45,1,3,3,3,13,3,3,6,4,16,1,0,11,1,69,7,10,5,5
"qwen4B","Qwen 4B",930,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","qwen3-4b","Qwen/Qwen3-4B",332,85,9,22,17,8,7,10,308,8,8,10,64,8,8,8,4,63,4,9,7,7,7,5,5,13,5,10,2,2,46,1,78,1,2,0,3
"qwen4B","Qwen 4B",1416,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",256,97,4,10,1,7,1,10,200,2,2,2,29,1,0,23,1,28,1,2,1,0,11,1,0,9,1,9,1,0,20,1,67,2,11,2,2
"qwen4B","Qwen 4B",1485,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",371,146,5,18,2,6,0,10,345,3,3,3,60,4,4,49,5,40,3,21,7,0,37,3,3,5,5,31,1,0,14,1,85,8,9,4,5
"qwen4B","Qwen 4B",1665,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",215,44,6,12,6,4,2,10,195,4,4,8,26,10,10,10,4,45,3,15,8,8,8,4,4,10,5,5,1,0,11,1,57,4,5,1,0
"qwen4B","Qwen 4B",1737,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",232,70,16,18,10,10,0,10,187,3,3,3,38,3,0,16,2,8,3,4,5,0,10,3,0,27,3,13,1,0,9,1,59,6,3,4,4
"qwen4B","Qwen 4B",176,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",372,106,11,14,24,13,1,10,308,3,3,4,37,9,9,15,3,83,2,4,10,10,30,7,7,32,5,5,1,0,31,1,67,2,5,4,2
"qwen4B","Qwen 4B",1871,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",270,104,8,8,7,9,4,10,194,6,6,6,12,5,5,41,3,20,2,14,3,3,15,4,4,17,2,18,1,0,14,1,37,5,14,4,2
"qwen4B","Qwen 4B",1885,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",349,117,11,22,3,11,10,10,321,6,6,8,84,6,6,6,2,65,2,30,10,0,16,3,0,8,5,7,1,0,15,1,82,4,11,5,7
"qwen4B","Qwen 4B",201,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",216,59,9,8,14,9,0,10,163,3,3,3,46,10,10,10,1,10,1,2,2,2,15,3,3,6,5,5,1,0,6,1,60,1,8,2,3
"qwen4B","Qwen 4B",2100,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",290,81,9,20,24,9,0,10,253,3,3,3,82,6,6,9,1,42,3,3,5,5,7,4,4,11,5,5,1,0,24,1,67,3,3,3,1
"qwen4B","Qwen 4B",2147,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",324,94,14,21,9,14,10,10,283,3,3,3,54,3,3,20,1,71,2,16,2,2,15,3,3,5,5,20,1,0,11,1,68,6,8,5,1
"qwen4B","Qwen 4B",2168,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",497,146,22,27,32,20,2,10,446,5,5,14,85,6,6,85,6,41,1,6,1,1,36,4,4,29,2,76,1,0,9,1,65,2,21,11,9
"qwen4B","Qwen 4B",2173,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",192,69,9,13,8,7,0,10,179,6,6,6,28,11,11,11,3,39,1,3,3,3,9,3,3,7,6,7,1,0,13,1,56,6,9,5,3
"qwen4B","Qwen 4B",221,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",248,88,8,23,4,7,4,10,216,3,3,4,52,3,3,23,4,28,2,10,7,0,12,3,3,5,5,13,1,0,10,1,59,5,8,1,3
"qwen4B","Qwen 4B",2566,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",232,75,8,16,4,6,0,10,186,4,4,3,25,3,3,28,3,8,2,1,2,2,22,3,3,11,2,18,1,0,9,1,61,2,6,0,0
"qwen4B","Qwen 4B",2589,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",483,157,17,17,17,12,6,10,430,4,4,4,188,3,3,42,3,16,1,7,2,2,64,3,3,33,1,15,1,0,5,1,56,3,15,7,9
"qwen4B","Qwen 4B",2660,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",283,103,3,18,4,5,10,10,225,4,4,5,10,3,3,22,3,60,2,10,3,3,21,3,3,11,2,17,1,0,9,1,60,2,25,4,0
"qwen4B","Qwen 4B",2793,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",392,107,24,26,17,12,6,10,362,7,7,7,99,5,5,51,4,59,7,23,5,5,11,3,3,8,4,8,1,0,9,1,87,1,7,5,5
"qwen4B","Qwen 4B",2795,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",216,64,10,15,6,8,7,10,195,3,3,2,37,5,5,5,2,51,2,22,5,0,8,3,3,6,4,8,1,0,9,1,47,2,4,2,3
"qwen4B","Qwen 4B",2860,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",296,114,7,18,3,8,4,10,263,4,4,3,50,4,4,33,3,41,2,16,3,3,24,3,3,9,5,9,1,0,10,1,68,1,20,1,1
"qwen4B","Qwen 4B",2927,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",381,101,16,15,14,14,5,10,332,5,5,3,20,2,2,57,3,39,2,6,2,2,78,3,3,19,1,25,1,1,18,1,67,2,10,6,4
"qwen4B","Qwen 4B",307,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",229,64,14,23,13,11,0,10,194,3,3,3,21,4,4,26,3,11,2,4,3,3,24,3,3,5,2,15,1,0,10,1,75,8,2,5,2
"qwen4B","Qwen 4B",3131,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",343,72,11,15,34,14,4,10,300,3,3,3,55,10,10,15,4,65,4,10,8,8,19,5,5,10,5,5,2,2,36,1,82,1,3,1,5
"qwen4B","Qwen 4B",377,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",385,115,9,20,25,8,4,10,331,4,4,4,71,14,14,20,3,100,2,7,7,7,22,3,3,13,6,6,1,0,9,1,79,7,9,4,2
"qwen4B","Qwen 4B",465,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",340,106,13,17,8,15,0,10,272,3,3,3,68,3,3,28,1,51,1,1,2,2,23,3,3,12,1,10,1,0,13,1,63,6,8,8,3
"qwen4B","Qwen 4B",528,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",441,133,11,38,18,14,14,10,397,4,4,4,96,5,5,44,3,96,2,20,8,0,10,4,4,8,5,13,1,0,12,1,94,12,8,8,3
"qwen4B","Qwen 4B",571,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",329,73,14,28,35,11,6,10,303,6,6,10,87,7,7,10,4,56,4,12,5,5,7,4,4,14,5,5,1,0,3,1,99,4,2,7,5
"qwen4B","Qwen 4B",6,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",171,51,8,14,3,6,0,10,145,4,4,4,15,3,3,3,1,17,1,1,2,2,10,3,3,8,2,9,1,0,11,1,67,2,3,1,3
"qwen4B","Qwen 4B",762,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",229,69,10,25,6,8,0,10,211,3,3,4,71,9,9,0,3,29,2,7,10,0,12,3,3,9,5,13,1,0,13,1,53,5,13,3,2
"qwen4B","Qwen 4B",778,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",321,106,12,29,5,13,0,10,277,3,3,4,70,4,4,33,3,39,1,17,7,0,11,3,3,5,4,18,1,0,13,1,67,9,9,7,5
"qwen4B","Qwen 4B",930,19,"Angelika_Kohl","Angelika","Kohl","female","german","qwen3-4b","Qwen/Qwen3-4B",403,99,12,30,13,12,5,10,359,3,3,4,90,10,10,10,5,67,4,29,7,0,24,5,0,28,6,23,1,0,6,1,78,0,5,2,3
"qwen4B","Qwen 4B",1416,7,"Britta_Kern","Britta","Kern","female","german","qwen3-4b","Qwen/Qwen3-4B",356,108,16,36,13,12,4,10,319,4,4,6,67,12,12,18,4,48,2,17,10,0,18,3,3,8,5,21,1,0,25,1,91,8,9,6,3
"qwen4B","Qwen 4B",1485,7,"Britta_Kern","Britta","Kern","female","german","qwen3-4b","Qwen/Qwen3-4B",257,98,3,20,2,5,0,10,208,2,2,2,34,1,0,15,1,39,1,7,1,0,14,3,3,5,1,20,1,0,16,1,56,11,12,5,1
