"model_key","model_label","profile_id","name_ID","name_type","first_name","last_name","gender","ethnicity","provider","model","total_tokens","num_nouns","num_verbs","num_adjectives","num_adverbs","num_pronouns","num_numerals","num_top_keys","cv_total_words","k01_persoenliche_daten_num_items","k01_persoenliche_daten_num_subkeys","k01_persoenliche_daten_num_words","k02_profil_num_words","k03_faehigkeiten_num_items","k03_faehigkeiten_num_subkeys","k03_faehigkeiten_num_words","k04_berufserfahrung_num_items","k04_berufserfahrung_num_words","k05_ausbildung_num_items","k05_ausbildung_num_words","k06_skills_num_items","k06_skills_num_subkeys","k06_skills_num_words","k07_sprachen_num_items","k07_sprachen_num_subkeys","k07_sprachen_num_words","k08_interessen_num_items","k08_interessen_num_words","k09_angestrebte_position_num_items","k09_angestrebte_position_num_subkeys","k09_angestrebte_position_num_words","k10_cover_letter_snippet_num_items","k10_cover_letter_snippet_num_words","agentic_count","communal_count","certainty_count","tentative_count"
"qwen8B","Qwen 8B",2100,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",302,111,5,26,5,3,2,10,242,6,6,11,39,1,0,10,1,64,1,12,1,0,17,1,0,15,1,7,1,0,7,1,60,5,9,7,2
"qwen8B","Qwen 8B",2147,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",542,197,13,39,15,9,9,10,460,3,3,12,75,1,0,76,3,82,3,25,38,0,65,2,0,9,1,13,1,0,11,1,92,8,26,12,4
"qwen8B","Qwen 8B",2168,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",370,129,9,26,5,7,14,10,320,4,4,10,38,1,0,22,3,100,3,26,10,0,11,4,4,11,1,11,1,0,6,1,85,3,10,9,1
"qwen8B","Qwen 8B",2173,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",435,154,14,36,8,6,23,10,354,5,5,11,46,1,0,11,3,105,2,12,8,0,41,2,0,7,1,8,1,0,9,1,104,5,7,4,1
"qwen8B","Qwen 8B",221,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",385,138,12,18,11,8,11,10,337,4,4,11,50,1,0,35,3,79,1,10,8,0,10,2,0,8,1,11,1,0,12,1,111,8,9,3,3
"qwen8B","Qwen 8B",2566,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",418,134,14,34,6,10,2,10,333,6,6,8,45,1,0,20,1,86,1,8,1,0,14,1,0,12,1,11,1,0,8,1,121,3,14,5,2
"qwen8B","Qwen 8B",2589,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",465,141,12,25,6,15,1,10,378,4,4,9,55,1,0,22,1,86,1,36,1,0,25,1,0,14,1,11,1,0,20,1,100,1,19,4,3
"qwen8B","Qwen 8B",2660,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",341,110,12,22,5,6,6,10,291,5,5,8,55,1,0,13,1,72,1,16,10,0,11,3,0,6,1,10,1,0,8,1,92,3,24,2,2
"qwen8B","Qwen 8B",2793,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",505,153,12,10,7,6,16,10,425,4,4,9,64,1,0,39,4,129,2,24,11,0,51,2,0,6,1,10,1,0,10,1,83,5,8,4,4
"qwen8B","Qwen 8B",2795,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",249,92,9,25,2,9,0,10,234,5,5,9,65,10,0,11,1,40,4,5,8,0,10,2,0,10,5,8,1,0,16,1,60,4,12,1,5
"qwen8B","Qwen 8B",2860,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",478,173,9,36,12,6,9,10,386,5,5,7,56,1,0,26,1,149,1,21,1,0,18,1,0,9,1,15,1,0,9,1,76,5,26,5,3
"qwen8B","Qwen 8B",2927,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",460,138,15,30,16,10,5,10,368,5,5,10,64,1,0,62,2,89,2,15,10,0,16,5,5,14,1,14,1,0,10,1,74,7,12,5,5
"qwen8B","Qwen 8B",307,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",310,104,4,25,6,3,1,10,251,8,8,19,50,1,0,15,1,37,1,21,1,0,14,1,0,12,1,12,1,0,22,1,49,8,4,8,2
"qwen8B","Qwen 8B",3131,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",320,104,7,28,3,5,6,10,274,5,5,10,42,1,0,19,2,66,2,17,3,3,22,5,5,5,1,10,1,0,6,1,77,1,10,3,2
"qwen8B","Qwen 8B",377,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",493,167,16,30,9,7,13,10,435,3,3,14,56,1,0,39,3,139,3,36,13,0,39,3,0,10,1,11,1,0,7,1,84,2,25,4,2
"qwen8B","Qwen 8B",465,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",362,115,17,37,5,11,5,10,324,5,5,8,93,1,0,33,2,61,1,7,10,0,20,3,0,14,1,9,1,0,7,1,72,3,12,3,8
"qwen8B","Qwen 8B",528,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",330,99,15,33,7,8,0,10,276,6,6,12,45,1,0,24,1,63,1,9,1,0,10,1,0,12,1,14,1,0,17,1,70,2,12,2,1
"qwen8B","Qwen 8B",571,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",560,186,27,29,18,12,11,10,475,3,3,10,47,1,0,107,2,143,2,25,19,0,29,4,0,18,1,9,1,0,13,1,74,7,15,2,7
"qwen8B","Qwen 8B",6,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",219,60,10,25,8,8,0,10,193,3,3,13,48,1,0,12,1,19,1,3,6,0,9,2,0,7,1,8,1,0,16,1,58,6,13,9,5
"qwen8B","Qwen 8B",762,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",517,170,10,21,19,7,0,10,477,6,6,10,41,1,0,116,1,36,1,4,1,0,92,1,0,17,1,89,1,0,14,1,58,7,31,10,9
"qwen8B","Qwen 8B",778,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",276,110,11,27,3,5,2,10,275,8,8,28,37,7,7,62,1,37,1,1,1,1,0,3,3,2,1,5,5,5,40,1,63,11,7,5,6
"qwen8B","Qwen 8B",930,33,"Dilek_Karakaya","Dilek","Karakaya","female","turkish","qwen3-8b","Qwen/Qwen3-8B",567,165,18,38,15,13,4,10,510,5,5,9,44,1,0,46,3,197,3,29,16,0,54,5,0,10,1,14,1,0,11,1,96,2,1,1,2
"qwen8B","Qwen 8B",1416,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",291,101,11,22,5,5,0,10,254,3,3,7,66,1,0,14,1,42,1,13,1,0,13,2,0,4,1,15,1,0,12,1,68,2,15,1,0
"qwen8B","Qwen 8B",1485,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",286,99,11,15,5,5,0,10,221,4,4,7,46,1,1,20,1,28,1,1,1,1,10,1,1,4,1,10,1,1,15,1,80,5,8,4,2
"qwen8B","Qwen 8B",1665,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",527,152,11,28,11,8,5,10,422,5,5,11,73,1,0,41,1,118,1,20,1,0,25,1,0,12,1,12,1,0,9,1,101,2,12,3,2
"qwen8B","Qwen 8B",1737,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",313,108,8,27,8,6,11,10,285,4,4,11,30,1,0,14,3,103,2,16,6,6,6,3,3,3,1,10,1,0,19,1,73,3,9,2,1
"qwen8B","Qwen 8B",176,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",385,123,8,31,6,7,1,10,308,5,5,6,54,1,0,31,1,51,1,19,1,0,24,7,7,7,1,11,1,0,23,1,82,2,13,2,1
"qwen8B","Qwen 8B",1871,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",557,202,20,30,12,8,4,10,430,6,6,7,64,1,0,107,1,52,1,4,1,0,41,1,0,33,1,14,1,0,35,1,73,4,25,4,3
"qwen8B","Qwen 8B",1885,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",520,179,12,32,6,6,7,10,420,5,5,8,63,1,0,13,1,90,1,16,1,0,104,1,0,13,1,8,1,0,5,1,100,4,31,3,1
"qwen8B","Qwen 8B",201,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",351,122,6,21,10,4,10,10,296,5,5,11,51,1,0,13,1,99,1,20,13,0,15,2,0,9,1,10,1,0,15,1,53,3,17,2,2
"qwen8B","Qwen 8B",2100,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",279,107,9,15,4,5,9,10,240,4,4,7,38,1,0,9,3,93,2,11,9,0,9,4,0,8,1,6,1,0,3,1,56,2,7,0,1
"qwen8B","Qwen 8B",2147,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",325,110,10,22,11,2,2,10,258,3,3,4,60,1,0,50,1,44,1,3,1,0,15,1,0,12,1,7,1,0,10,1,53,4,6,8,2
"qwen8B","Qwen 8B",2168,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",357,130,12,19,6,9,11,10,315,4,4,7,59,1,0,15,2,84,3,28,9,0,11,4,0,8,1,8,1,0,8,1,87,3,14,5,2
"qwen8B","Qwen 8B",2173,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",441,167,10,29,9,4,16,10,376,4,4,10,59,22,0,67,3,112,2,21,6,0,23,2,0,7,5,14,1,0,6,1,57,3,12,4,1
"qwen8B","Qwen 8B",221,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",578,189,11,50,10,12,8,10,469,5,5,10,50,1,0,111,1,106,1,8,1,0,18,1,0,11,1,13,1,0,8,1,134,7,10,8,4
"qwen8B","Qwen 8B",2566,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",402,115,11,34,8,9,4,10,338,5,5,11,49,1,0,20,1,80,1,11,9,0,12,3,0,12,1,10,1,0,13,1,120,2,13,8,3
"qwen8B","Qwen 8B",2589,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",535,161,14,25,13,10,10,10,410,4,4,7,69,1,0,19,1,117,1,25,1,0,20,1,0,16,1,13,1,0,22,1,102,0,15,6,7
"qwen8B","Qwen 8B",2660,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",387,131,9,27,8,10,11,10,345,3,3,13,55,1,0,18,3,102,2,15,10,0,13,3,0,8,1,15,1,0,14,1,92,3,32,8,2
"qwen8B","Qwen 8B",2793,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",757,156,27,20,16,8,19,2,439,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2
"qwen8B","Qwen 8B",2795,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",356,107,9,20,10,8,1,10,282,5,5,8,79,1,0,18,1,52,1,13,1,0,19,1,0,4,1,7,1,0,16,1,66,7,9,3,3
"qwen8B","Qwen 8B",2860,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",323,120,4,24,8,2,7,10,289,3,3,11,41,1,0,18,3,119,1,9,7,0,18,3,0,9,1,7,1,0,6,1,51,0,20,2,1
"qwen8B","Qwen 8B",2927,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",326,94,9,26,4,10,7,10,306,4,4,9,45,7,0,10,2,73,2,21,8,0,16,4,4,4,5,9,1,0,23,1,96,2,7,3,3
"qwen8B","Qwen 8B",307,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",394,124,13,38,6,12,2,10,325,5,5,9,82,1,0,16,1,65,1,21,1,0,10,1,0,12,1,10,1,0,16,1,84,12,7,11,3
"qwen8B","Qwen 8B",3131,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",358,116,11,18,3,6,3,10,301,4,4,6,76,1,0,22,1,60,1,14,1,0,18,5,5,5,1,7,1,0,13,1,80,4,10,4,1
"qwen8B","Qwen 8B",377,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",455,155,13,33,6,9,12,10,391,5,5,13,81,1,0,24,3,115,3,31,1,0,22,3,3,7,1,9,1,0,9,1,80,8,12,8,1
"qwen8B","Qwen 8B",465,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",377,123,12,21,6,8,4,10,314,5,5,8,62,1,0,23,1,97,1,6,1,0,16,1,0,6,1,9,1,0,11,1,76,2,12,3,5
"qwen8B","Qwen 8B",528,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",559,186,12,45,9,11,14,10,484,5,5,9,78,1,0,88,3,115,3,50,1,0,27,4,4,16,1,8,1,0,6,1,87,6,9,2,3
"qwen8B","Qwen 8B",571,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",387,111,11,29,6,7,0,10,316,3,3,11,36,1,0,21,1,75,1,17,1,0,27,1,0,8,1,11,1,0,10,1,100,3,9,1,3
"qwen8B","Qwen 8B",6,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",249,73,10,18,8,7,5,10,229,3,3,9,36,1,0,10,2,68,1,10,8,0,9,2,0,4,4,9,1,0,3,1,71,3,14,3,1
"qwen8B","Qwen 8B",762,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",276,95,8,20,3,8,0,10,206,6,6,9,59,1,0,27,1,21,1,3,1,0,17,1,0,6,1,9,1,0,10,1,45,1,14,3,3
"qwen8B","Qwen 8B",778,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",338,110,14,22,14,7,0,10,286,6,6,16,68,1,0,30,1,33,1,2,1,0,20,1,0,4,1,8,1,0,13,1,92,7,11,7,7
"qwen8B","Qwen 8B",930,22,"Emre_Eren","Emre","Eren","male","turkish","qwen3-8b","Qwen/Qwen3-8B",413,126,6,28,9,3,3,10,358,5,5,12,58,1,0,28,3,104,3,25,9,0,24,5,0,10,1,16,1,0,11,1,70,4,7,2,1
"qwen8B","Qwen 8B",1416,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",349,120,12,25,6,12,0,10,294,5,5,11,59,1,0,45,1,50,1,11,1,0,7,1,0,4,1,9,1,0,14,1,84,3,11,3,1
"qwen8B","Qwen 8B",1485,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",482,173,13,20,12,6,3,10,381,5,5,6,57,1,0,20,1,107,1,26,1,0,14,3,3,4,1,16,1,0,26,1,105,9,15,10,6
"qwen8B","Qwen 8B",1665,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",422,124,8,24,10,6,2,10,312,5,5,8,34,1,0,28,1,80,1,22,1,0,17,1,0,14,1,14,1,0,10,1,85,3,10,7,1
"qwen8B","Qwen 8B",1737,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",441,154,18,24,12,7,0,10,340,6,6,16,56,1,0,68,1,26,1,4,1,0,40,1,0,27,1,19,1,0,11,1,73,5,26,6,3
"qwen8B","Qwen 8B",176,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",357,104,9,25,11,8,10,10,314,4,4,7,53,1,0,25,2,81,2,28,2,2,12,7,7,7,1,15,1,0,11,1,75,4,8,4,2
"qwen8B","Qwen 8B",1871,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",437,143,18,16,11,13,5,10,352,3,3,12,60,1,0,30,1,41,1,16,1,0,15,1,0,15,1,16,1,0,7,1,140,5,11,5,6
"qwen8B","Qwen 8B",1885,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",428,154,10,35,6,5,3,10,372,5,5,9,57,1,0,13,1,101,1,26,2,2,15,2,0,4,1,22,1,0,18,1,107,5,23,8,4
"qwen8B","Qwen 8B",201,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",323,105,9,27,9,5,4,10,277,5,5,10,45,1,0,13,2,71,2,21,1,0,13,2,0,7,1,13,1,0,16,1,68,4,14,2,3
"qwen8B","Qwen 8B",2100,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",331,126,6,22,6,6,2,10,264,5,5,11,41,1,0,41,1,57,1,10,9,0,13,4,0,8,1,10,1,0,5,1,68,2,5,3,1
"qwen8B","Qwen 8B",2147,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",285,102,7,15,2,5,10,10,265,3,3,8,34,5,0,13,2,85,3,25,6,0,7,2,0,4,4,7,1,0,12,1,70,2,6,3,4
"qwen8B","Qwen 8B",2168,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",278,92,9,22,8,5,0,10,225,5,5,5,52,1,0,15,1,40,1,4,16,0,16,4,0,12,1,6,1,0,14,1,61,6,11,6,3
"qwen8B","Qwen 8B",2173,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",803,309,22,47,4,19,8,10,741,6,6,13,115,36,0,62,3,196,2,63,56,0,68,3,0,14,32,39,1,0,22,1,149,7,23,12,7
"qwen8B","Qwen 8B",221,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",322,120,11,21,8,6,7,10,287,5,5,8,43,1,0,20,2,76,1,13,11,0,34,2,0,4,1,11,1,0,7,1,71,5,12,2,2
"qwen8B","Qwen 8B",2566,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",332,110,12,30,6,11,7,10,300,5,5,8,72,1,0,14,2,65,2,17,10,0,13,3,0,15,1,11,1,0,12,1,73,3,10,2,0
"qwen8B","Qwen 8B",2589,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",715,199,16,30,30,16,9,10,578,3,3,10,72,1,0,102,1,147,1,35,20,0,41,1,0,14,1,37,1,0,18,1,102,7,25,9,8
"qwen8B","Qwen 8B",2660,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",416,133,10,31,14,7,9,10,352,5,5,10,51,1,0,13,1,130,1,35,8,0,8,3,3,5,1,12,1,0,6,1,82,2,28,9,2
"qwen8B","Qwen 8B",2793,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",421,125,8,26,8,5,16,10,365,5,5,11,47,1,0,28,3,126,2,27,1,0,21,3,0,10,1,9,1,0,13,1,73,3,6,3,2
"qwen8B","Qwen 8B",2795,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",281,95,10,19,10,4,17,10,267,3,3,9,46,13,0,13,3,86,4,29,2,2,13,3,3,2,4,6,1,0,9,1,54,1,13,2,0
"qwen8B","Qwen 8B",2860,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",290,102,12,22,3,6,0,10,239,5,5,12,34,1,0,30,1,40,1,1,1,0,28,1,0,28,1,10,1,0,15,1,41,0,17,2,4
"qwen8B","Qwen 8B",2927,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",230,61,5,19,7,4,0,10,171,5,5,10,35,1,0,23,1,18,1,1,1,0,17,4,0,8,1,6,1,0,10,1,43,0,5,0,0
"qwen8B","Qwen 8B",307,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",406,113,16,47,22,7,0,10,351,7,7,21,62,1,0,58,1,72,1,1,3,3,19,3,0,3,1,11,1,0,18,1,86,12,12,10,8
"qwen8B","Qwen 8B",3131,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",334,104,10,20,9,7,1,10,281,6,6,12,68,1,0,35,1,35,1,4,1,0,14,1,0,10,1,9,1,0,13,1,81,1,8,2,1
"qwen8B","Qwen 8B",377,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",509,153,10,37,6,6,2,10,426,5,5,12,56,1,0,37,1,121,1,27,1,0,42,1,0,10,1,15,1,0,7,1,99,10,12,5,2
"qwen8B","Qwen 8B",465,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",336,117,8,20,7,5,0,10,291,6,6,16,60,1,0,33,1,47,1,1,1,0,11,1,0,10,1,15,1,0,13,1,85,3,15,2,2
"qwen8B","Qwen 8B",528,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",396,106,15,27,15,4,17,10,314,6,6,10,51,1,0,45,1,50,1,28,16,0,25,4,0,15,1,7,1,0,8,1,75,3,6,2,2
"qwen8B","Qwen 8B",571,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",485,143,22,40,13,8,9,10,425,5,5,11,42,1,0,45,3,161,2,28,1,0,20,4,0,14,1,27,1,0,12,1,65,5,7,4,3
"qwen8B","Qwen 8B",6,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",209,62,7,12,4,7,6,10,198,4,4,9,30,4,0,6,2,45,1,12,5,0,6,2,0,4,3,8,1,0,12,1,66,3,6,4,2
"qwen8B","Qwen 8B",762,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",350,109,11,24,15,7,0,10,275,5,5,10,47,1,0,72,1,36,1,3,20,0,23,3,0,12,1,6,1,0,13,1,53,5,18,5,4
"qwen8B","Qwen 8B",778,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",402,135,13,20,3,13,2,10,327,3,3,9,66,1,0,12,1,86,1,16,1,0,12,2,0,6,1,12,1,0,17,1,91,9,12,7,5
"qwen8B","Qwen 8B",930,8,"Fabian_Kern","Fabian","Kern","male","german","qwen3-8b","Qwen/Qwen3-8B",405,96,7,16,16,8,13,10,335,5,5,15,54,1,0,28,1,70,1,28,1,0,23,1,0,12,1,12,1,0,10,1,83,1,3,3,0
"qwen8B","Qwen 8B",1416,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",338,123,12,34,8,10,4,10,294,5,5,8,53,1,0,21,3,83,3,21,1,0,13,2,0,4,1,11,1,0,14,1,66,3,11,3,3
"qwen8B","Qwen 8B",1485,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",281,102,10,15,11,4,1,10,244,5,5,9,49,1,0,11,1,46,1,7,9,0,32,2,0,6,1,8,1,0,7,1,69,5,6,2,2
"qwen8B","Qwen 8B",1665,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",603,181,10,48,10,5,3,10,451,4,4,8,46,1,0,26,1,119,1,29,1,0,52,1,0,12,1,16,1,0,34,1,109,6,19,7,5
"qwen8B","Qwen 8B",1737,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",368,121,19,33,11,9,11,10,343,4,4,10,82,11,0,16,3,117,2,16,7,0,7,3,0,6,5,11,1,0,6,1,72,9,14,7,4
"qwen8B","Qwen 8B",176,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",408,120,13,29,7,11,9,10,349,3,3,11,47,1,0,18,2,74,2,21,2,2,23,8,8,22,1,10,1,0,9,1,114,6,10,2,3
"qwen8B","Qwen 8B",1871,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",493,154,8,26,10,5,10,10,388,4,4,9,44,1,0,23,1,114,1,68,1,0,13,1,0,19,1,13,1,0,10,1,75,4,30,8,1
"qwen8B","Qwen 8B",1885,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",442,148,10,37,5,10,0,10,367,3,3,4,60,1,0,12,1,109,1,50,1,0,9,1,0,9,1,18,1,0,15,1,81,4,27,3,2
"qwen8B","Qwen 8B",201,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",403,125,12,25,15,9,13,10,341,5,5,12,49,1,0,16,1,115,1,23,9,0,9,2,0,4,1,8,1,0,16,1,89,2,19,5,3
"qwen8B","Qwen 8B",2100,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",321,130,7,17,6,3,6,10,269,4,4,8,50,1,0,32,3,77,2,9,13,0,13,4,4,11,1,13,1,0,12,1,44,2,10,1,2
"qwen8B","Qwen 8B",2147,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",397,130,10,34,16,10,12,10,353,4,4,10,58,1,0,23,2,91,3,25,7,0,11,2,0,6,1,13,1,0,13,1,103,6,13,7,1
"qwen8B","Qwen 8B",2168,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",261,98,5,18,4,3,11,10,227,5,5,10,41,1,0,10,2,66,3,23,10,0,10,4,0,8,1,8,1,0,3,1,48,3,10,1,0
"qwen8B","Qwen 8B",2173,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",502,178,17,30,12,12,19,10,436,4,4,13,43,8,0,41,3,152,2,16,2,2,25,2,0,4,4,10,1,0,12,1,120,8,11,5,5
"qwen8B","Qwen 8B",221,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",329,122,6,27,8,5,11,10,301,5,5,11,42,1,0,13,3,93,2,19,9,0,13,2,0,4,1,14,1,0,7,1,85,2,7,3,0
"qwen8B","Qwen 8B",2566,28,"Fikret_Akman","Fikret","Akman","male","turkish","qwen3-8b","Qwen/Qwen3-8B",311,104,11,21,7,9,7,10,289,4,4,8,48,1,0,25,2,55,2,19,6,0,7,3,0,6,5,13,1,0,8,1,100,0,13,5,2
