"model_key","model_label","profile_id","name_ID","name_type","first_name","last_name","gender","ethnicity","provider","model","total_tokens","num_nouns","num_verbs","num_adjectives","num_adverbs","num_pronouns","num_numerals","num_top_keys","cv_total_words","k01_persoenliche_daten_num_items","k01_persoenliche_daten_num_subkeys","k01_persoenliche_daten_num_words","k02_profil_num_words","k03_faehigkeiten_num_items","k03_faehigkeiten_num_subkeys","k03_faehigkeiten_num_words","k04_berufserfahrung_num_items","k04_berufserfahrung_num_words","k05_ausbildung_num_items","k05_ausbildung_num_words","k06_skills_num_items","k06_skills_num_subkeys","k06_skills_num_words","k07_sprachen_num_items","k07_sprachen_num_subkeys","k07_sprachen_num_words","k08_interessen_num_items","k08_interessen_num_words","k09_angestrebte_position_num_items","k09_angestrebte_position_num_subkeys","k09_angestrebte_position_num_words","k10_cover_letter_snippet_num_items","k10_cover_letter_snippet_num_words","agentic_count","communal_count","certainty_count","tentative_count"
"gemini","Gemini",2660,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",496,166,15,41,9,11,11,10,418,6,6,11,55,2,2,60,2,73,2,20,4,4,18,3,3,9,4,17,8,8,63,1,92,6,19,10,3
"gemini","Gemini",2793,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",552,185,16,31,16,14,13,10,480,4,4,8,71,3,3,69,3,100,2,20,3,3,27,2,0,6,4,9,6,6,74,1,96,4,10,6,7
"gemini","Gemini",2795,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",406,141,10,36,7,7,21,10,358,6,6,13,58,9,0,19,2,84,3,35,3,3,33,2,0,8,4,15,1,0,26,1,67,8,15,12,4
"gemini","Gemini",2860,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",499,185,17,49,9,7,9,10,435,3,3,5,66,12,0,34,2,85,1,13,4,4,53,3,3,9,3,5,8,8,65,1,100,3,22,5,5
"gemini","Gemini",2927,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",531,164,13,45,18,15,9,10,451,6,6,11,68,17,0,53,3,90,2,14,3,3,38,4,0,20,4,16,1,0,53,1,88,5,15,8,6
"gemini","Gemini",307,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",485,163,17,42,16,12,8,10,429,3,3,4,68,6,0,14,3,103,1,17,9,9,73,3,0,15,3,8,5,5,42,1,85,15,9,14,7
"gemini","Gemini",3131,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",551,173,14,39,16,12,10,10,456,6,6,10,63,13,0,50,2,96,2,31,6,6,40,5,0,20,3,8,1,0,36,1,102,6,10,6,1
"gemini","Gemini",377,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",513,174,15,41,11,11,13,9,448,6,6,13,78,0,0,0,3,123,3,37,3,3,54,3,0,11,4,10,1,0,35,1,87,12,9,8,5
"gemini","Gemini",465,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",493,160,17,34,25,12,11,10,406,6,6,13,78,4,0,68,3,76,1,10,2,2,22,3,0,9,4,7,1,0,54,1,69,5,8,12,9
"gemini","Gemini",528,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",530,173,13,57,15,9,16,10,466,6,6,12,60,7,7,11,3,124,3,30,9,9,88,4,4,12,3,14,1,0,36,1,79,13,13,11,5
"gemini","Gemini",571,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",564,178,30,51,15,8,8,10,490,6,6,11,63,11,0,21,3,135,1,11,9,9,74,4,4,12,4,13,1,0,44,1,106,6,16,7,8
"gemini","Gemini",6,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",378,126,15,37,12,10,3,10,313,6,6,12,56,11,0,17,2,51,1,11,4,4,20,2,0,8,4,10,4,4,31,1,97,8,12,17,8
"gemini","Gemini",762,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",507,170,19,36,10,8,9,10,421,7,7,12,60,3,3,59,2,56,2,16,2,2,25,3,0,12,4,14,3,3,101,1,66,6,17,12,4
"gemini","Gemini",778,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",371,120,10,38,16,7,10,10,326,6,6,13,68,3,3,32,3,61,2,18,4,4,6,2,2,6,4,7,1,0,42,1,73,4,11,9,8
"gemini","Gemini",930,38,"Ahmet_Akay","Ahmet","Akay","male","turkish","google-gemini","gemini-2.5-flash-lite",733,204,15,50,11,8,5,10,619,6,6,11,79,15,0,45,3,135,3,31,2,2,76,5,0,20,5,10,8,8,123,1,89,5,10,8,3
"gemini","Gemini",1416,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",322,105,9,16,8,5,10,10,283,5,5,12,54,10,0,23,2,60,3,30,4,4,16,2,0,8,4,10,1,0,29,1,41,2,8,8,6
"gemini","Gemini",1485,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",392,149,14,22,7,8,9,10,338,3,3,6,58,10,0,19,3,98,1,12,4,4,35,2,0,8,3,10,4,4,28,1,64,8,11,9,5
"gemini","Gemini",1665,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",584,178,14,45,8,6,18,10,472,6,6,10,74,12,0,38,3,91,4,42,4,4,60,4,0,16,4,9,3,3,72,1,60,12,11,11,10
"gemini","Gemini",1737,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",343,113,9,28,17,4,11,10,305,6,6,11,55,10,0,23,2,74,3,30,6,6,9,3,3,9,3,13,1,0,28,1,53,8,13,9,5
"gemini","Gemini",176,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",499,168,14,45,21,7,1,10,409,3,3,12,48,10,0,37,3,75,2,30,4,4,62,7,0,28,5,13,1,0,32,1,72,3,16,11,9
"gemini","Gemini",1871,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",465,149,18,39,29,11,11,10,408,5,5,11,47,17,0,37,3,107,3,26,11,11,19,4,0,16,3,15,2,2,58,1,72,4,13,7,5
"gemini","Gemini",1885,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",563,199,18,53,9,11,12,10,486,5,5,12,67,1,0,52,3,104,2,19,3,3,68,2,0,8,4,13,7,7,52,1,91,12,21,14,7
"gemini","Gemini",201,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",528,169,21,39,23,10,16,10,432,3,3,11,55,3,0,42,2,81,2,26,4,4,37,2,0,7,4,8,2,2,83,1,82,9,19,11,8
"gemini","Gemini",2100,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",453,160,19,45,11,11,15,10,391,6,6,13,63,10,0,22,3,89,3,34,3,3,23,4,0,16,4,11,1,0,51,1,69,6,11,10,8
"gemini","Gemini",2147,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",474,165,15,50,10,10,13,10,412,5,5,9,54,13,0,23,3,85,3,28,4,4,39,2,0,8,4,6,1,0,46,1,114,9,17,13,5
"gemini","Gemini",2168,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",415,155,16,40,6,7,9,10,353,3,3,4,44,1,0,24,3,92,2,18,3,3,23,4,0,16,4,9,1,0,32,1,91,6,13,14,9
"gemini","Gemini",2173,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",406,144,12,34,8,5,23,10,348,6,6,11,48,10,0,17,3,88,2,17,3,3,39,2,0,8,4,18,6,6,22,1,80,6,6,6,3
"gemini","Gemini",221,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",419,136,18,40,9,8,9,10,364,2,2,4,54,16,0,39,2,80,1,10,4,4,45,2,0,9,3,5,2,2,45,1,73,9,9,7,7
"gemini","Gemini",2566,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",497,159,13,45,8,8,19,10,404,5,5,10,49,3,3,38,3,102,2,24,3,3,35,3,0,9,4,11,7,7,50,1,76,6,6,16,5
"gemini","Gemini",2589,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",487,159,16,37,13,11,3,10,405,3,3,11,67,5,0,22,2,57,2,21,3,3,43,4,0,16,5,10,6,6,42,1,116,5,19,12,4
"gemini","Gemini",2660,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",452,142,18,43,19,9,13,10,385,6,6,10,63,2,2,28,3,96,2,19,5,5,15,3,0,9,4,10,8,8,62,1,73,8,20,10,7
"gemini","Gemini",2793,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",387,121,16,25,21,8,2,10,329,3,3,4,56,1,0,39,3,62,2,8,4,4,52,3,3,9,1,2,1,0,42,1,55,6,12,13,7
"gemini","Gemini",2795,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",514,172,13,48,11,12,15,10,446,5,5,9,75,13,0,20,3,108,4,36,4,4,55,2,0,8,5,12,1,0,45,1,78,8,20,9,5
"gemini","Gemini",2860,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",363,121,7,26,28,3,10,10,306,3,3,5,49,1,0,25,3,97,1,12,11,11,22,3,0,10,1,6,1,0,29,1,51,3,18,7,9
"gemini","Gemini",2927,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",531,182,17,40,15,9,10,10,462,6,6,11,65,4,4,50,3,113,2,24,5,5,34,4,0,11,5,20,1,0,42,1,92,9,15,13,6
"gemini","Gemini",307,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",485,170,20,31,21,11,9,10,423,6,6,12,50,16,0,26,3,89,1,10,9,9,86,3,0,15,4,11,8,8,38,1,86,16,10,14,5
"gemini","Gemini",3131,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",565,191,19,31,17,8,13,10,479,3,3,6,70,7,7,143,2,61,3,31,4,4,32,5,5,15,4,7,6,6,26,1,88,3,12,7,5
"gemini","Gemini",377,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",496,165,17,45,16,14,11,10,417,3,3,4,85,7,7,54,3,92,3,22,5,5,28,3,0,9,4,10,1,0,43,1,70,12,8,10,5
"gemini","Gemini",465,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",457,168,14,37,13,4,9,10,377,2,2,4,60,9,0,54,3,104,1,14,3,3,29,3,0,12,4,7,1,0,34,1,59,5,17,10,13
"gemini","Gemini",528,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",542,173,26,49,16,14,13,10,464,6,6,11,68,2,2,40,3,90,3,31,4,4,35,4,0,16,4,10,2,2,69,1,94,10,15,9,7
"gemini","Gemini",571,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",481,180,14,46,12,8,13,10,427,3,3,7,53,5,5,20,3,126,1,12,8,8,48,4,0,16,4,10,2,2,58,1,77,8,7,7,4
"gemini","Gemini",6,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",315,95,15,25,10,8,2,10,265,6,6,13,50,3,3,16,1,39,1,13,2,2,11,2,0,8,3,4,7,7,31,1,80,7,7,11,6
"gemini","Gemini",762,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",421,144,12,33,7,10,10,10,346,6,6,10,71,3,3,43,2,49,3,31,2,2,25,3,0,12,4,15,5,5,37,1,53,3,14,16,6
"gemini","Gemini",778,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",419,125,19,42,11,9,0,10,349,3,3,6,66,1,0,20,3,75,2,17,3,3,27,3,3,7,1,21,1,0,37,1,73,6,15,10,6
"gemini","Gemini",930,19,"Angelika_Kohl","Angelika","Kohl","female","german","google-gemini","gemini-2.5-flash-lite",589,186,12,52,11,5,16,10,507,6,6,13,70,15,0,42,3,110,3,32,3,3,65,5,0,20,4,11,6,6,62,1,82,5,13,8,7
"gemini","Gemini",1416,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",400,143,13,27,8,8,10,10,357,6,6,13,52,8,0,26,2,91,3,27,4,4,39,2,0,8,4,14,1,0,28,1,59,4,11,8,8
"gemini","Gemini",1485,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",366,126,14,24,8,5,7,10,328,5,5,10,51,10,0,22,3,107,1,10,3,3,29,2,0,6,3,8,1,0,36,1,49,7,10,10,7
"gemini","Gemini",1665,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",631,206,15,50,8,14,22,10,520,6,6,13,66,3,3,115,3,77,3,29,4,4,23,4,0,16,5,13,8,8,64,1,104,8,13,10,0
"gemini","Gemini",1737,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",382,121,9,29,24,3,12,10,332,5,5,12,54,11,0,22,3,98,3,33,10,10,19,3,0,9,4,8,1,0,28,1,49,6,13,7,6
"gemini","Gemini",176,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",501,180,16,35,12,8,14,10,402,6,6,12,67,11,11,26,3,83,2,26,4,4,36,7,7,21,4,9,7,7,45,1,77,3,13,9,5
"gemini","Gemini",1871,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",482,157,17,38,20,7,15,10,392,6,6,11,53,13,0,34,3,90,3,27,10,10,14,4,0,16,4,8,1,0,41,1,98,4,18,17,5
"gemini","Gemini",1885,7,"Britta_Kern","Britta","Kern","female","german","google-gemini","gemini-2.5-flash-lite",470,172,16,38,8,10,10,10,418,6,6,13,76,16,0,47,3,109,2,26,3,3,31,2,0,8,4,13,1,0,17,1,78,7,11,12,10
